title,model,field_published_stock_code,field_product_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_revision,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm,field_outside_dia_cm,field_out_dia_tol_bld_spc_in,field_out_dia_tol_in,field_out_dia_tol_mm,field_out_dia_tol_cm,field_hole_dia_bd_spe_in,field_hole_dia_in,field_hole_dia_mm,field_hole_dia_cm,field_rod_dia_bd_spe_in,field_rod_dia_in,field_rod_dia_mm,field_rod_dia_cm,field_rod_dia_tole_bd_spe_in,field_rod_dia_tole_in,field_rod_dia_tole_mm,field_rod_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_solid_height_bd_spe_in,field_solid_height_in,field_solid_height_mm,field_solid_height_cm,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_material,field_material_short_description,field_load_at_solid_height_bd_lb,field_load_at_solid_height_lb,field_load_at_solid_height_n,field_load_at_solid_height_kg,field_load_at_solid_height_gm,field_end,field_direction_of_wind,field_active_coils_bd_spe,field_active_coils,field_active_coils_tole_bd_spe,field_active_coils_tole,field_total_coils_bd_spe,field_total_coils,field_finish,field_spring_type,field_product_series,field_material_specification,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_color,field_weight_per_item_lb
LC 022C 13 S,LC 022C 13 S,LC022C13S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.24,0.24,6.1,0.61,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.25,0.25,6.35,0.635,0.187,0.187,4.75,0.475,MIN,MIN,MIN,MIN,2,2,50.8,5.08,0.062,0.062,1.57,0.157,1.7,1.7,0.298,2.98,0.0304,0.304,30.36,303.6,0.17,0.17,0.0298,0.298,0.00304,0.0304,3.036,30.36,0.44,0.44,11.18,1.118,0.022,0.022,0.56,0.056,Stainless Steel,SS,2.652,2.652,11.8,1.203,1202.95,Squared and Ground,Factory Option,16.6257,16.6257,Reference,Reference,18.63,18.63,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.196,0.196,4.98,0.498,Reference,Reference,Reference,Reference,,0.0014761
LC 022C 13 S316,LC 022C 13 S316,LC022C13S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.24,0.24,6.1,0.61,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.25,0.25,6.35,0.635,0.187,0.187,4.75,0.475,MIN,MIN,MIN,MIN,2,2,50.8,5.08,0.062,0.062,1.57,0.157,1.7,1.7,0.298,2.98,0.0304,0.304,30.36,303.6,0.17,0.17,0.0298,0.298,0.00304,0.0304,3.036,30.36,0.44,0.44,11.18,1.118,0.022,0.022,0.56,0.056,Stainless Steel Type 316,SS316,2.7489,2.749,12.23,1.247,1246.9,Squared and Ground,Factory Option,16.6257,16.6257,Reference,Reference,18.63,18.63,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.196,0.196,4.98,0.498,Reference,Reference,Reference,Reference,,0.0014761
LC 022D 0 M,LC 022D 0 M,LC022D0M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.3,0.3,7.62,0.762,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.313,0.313,7.95,0.795,0.24,0.24,6.1,0.61,MIN,MIN,MIN,MIN,0.438,0.438,11.13,1.113,0.018,0.018,0.46,0.046,6.8,6.8,1.191,11.91,0.1214,1.214,121.43,1214.3,0.68,0.68,0.1191,1.191,0.01214,0.1214,12.143,121.43,0.097,0.097,2.46,0.246,0.022,0.022,0.56,0.056,Music Wire,MW,2.5,2.5,11.12,1.134,1134,Squared and Ground,Factory Option,2.4051,2.4051,Reference,Reference,4.41,4.41,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.256,0.256,6.5,0.65,Reference,Reference,Reference,Reference,,0.0004368
LC 022D 0 S,LC 022D 0 S,LC022D0S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.3,0.3,7.62,0.762,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.313,0.313,7.95,0.795,0.24,0.24,6.1,0.61,MIN,MIN,MIN,MIN,0.438,0.438,11.13,1.113,0.018,0.018,0.46,0.046,5.7,5.7,0.998,9.98,0.1018,1.018,101.79,1017.9,0.57,0.57,0.0998,0.998,0.01018,0.1018,10.179,101.79,0.097,0.097,2.46,0.246,0.022,0.022,0.56,0.056,Stainless Steel,SS,2.082,2.082,9.26,0.944,944.4,Squared and Ground,Factory Option,2.391,2.391,Reference,Reference,4.39,4.39,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.256,0.256,6.5,0.65,Reference,Reference,Reference,Reference,,0.000443
LC 022D 0 S316,LC 022D 0 S316,LC022D0S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.3,0.3,7.62,0.762,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.313,0.313,7.95,0.795,0.24,0.24,6.1,0.61,MIN,MIN,MIN,MIN,0.438,0.438,11.13,1.113,0.018,0.018,0.46,0.046,5.7,5.7,0.998,9.98,0.1018,1.018,101.79,1017.9,0.57,0.57,0.0998,0.998,0.01018,0.1018,10.179,101.79,0.097,0.097,2.46,0.246,0.022,0.022,0.56,0.056,Stainless Steel Type 316,SS316,2.0825,2.083,9.26,0.945,944.62,Squared and Ground,Factory Option,2.391,2.391,Reference,Reference,4.39,4.39,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.256,0.256,6.5,0.65,Reference,Reference,Reference,Reference,,0.0004437
LC 022D 00 M,LC 022D 00 M,LC022D00M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.3,0.3,7.62,0.762,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.313,0.313,7.95,0.795,0.24,0.24,6.1,0.61,MIN,MIN,MIN,MIN,0.375,0.375,9.53,0.953,0.018,0.018,0.46,0.046,8.2,8.2,1.436,14.36,0.1464,1.464,146.44,1464.4,0.82,0.82,0.1436,1.436,0.01464,0.1464,14.644,146.44,0.088,0.088,2.24,0.224,0.022,0.022,0.56,0.056,Music Wire,MW,2.5,2.5,11.12,1.134,1134,Squared and Ground,Factory Option,1.9944,1.9944,Reference,Reference,3.99,3.99,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.256,0.256,6.5,0.65,Reference,Reference,Reference,Reference,,0.0003961
LC 022D 00 S,LC 022D 00 S,LC022D00S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.3,0.3,7.62,0.762,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.313,0.313,7.95,0.795,0.24,0.24,6.1,0.61,MIN,MIN,MIN,MIN,0.375,0.375,9.53,0.953,0.018,0.018,0.46,0.046,6.8,6.8,1.191,11.91,0.1214,1.214,121.43,1214.3,0.68,0.68,0.1191,1.191,0.01214,0.1214,12.143,121.43,0.088,0.088,2.24,0.224,0.022,0.022,0.56,0.056,Stainless Steel,SS,2.0825,2.083,9.26,0.945,944.62,Squared and Ground,Factory Option,2.0042,2.0042,Reference,Reference,4,4,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.256,0.256,6.5,0.65,Reference,Reference,Reference,Reference,,0.0004047
LC 022D 00 S316,LC 022D 00 S316,LC022D00S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.3,0.3,7.62,0.762,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.313,0.313,7.95,0.795,0.24,0.24,6.1,0.61,MIN,MIN,MIN,MIN,0.375,0.375,9.53,0.953,0.018,0.018,0.46,0.046,6.8,6.8,1.191,11.91,0.1214,1.214,121.43,1214.3,0.68,0.68,0.1191,1.191,0.01214,0.1214,12.143,121.43,0.088,0.088,2.24,0.224,0.022,0.022,0.56,0.056,Stainless Steel Type 316,SS316,2.0825,2.083,9.26,0.945,944.62,Squared and Ground,Factory Option,2.0042,2.0042,Reference,Reference,4,4,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.256,0.256,6.5,0.65,Reference,Reference,Reference,Reference,,0.0004047
LC 022D 01 M,LC 022D 01 M,LC022D01M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.3,0.3,7.62,0.762,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.313,0.313,7.95,0.795,0.24,0.24,6.1,0.61,MIN,MIN,MIN,MIN,0.5,0.5,12.7,1.27,0.018,0.018,0.46,0.046,6.5,6.5,1.138,11.38,0.1161,1.161,116.08,1160.8,0.65,0.65,0.1138,1.138,0.01161,0.1161,11.608,116.08,0.106,0.106,2.69,0.269,0.022,0.022,0.56,0.056,Music Wire,MW,2.5,2.5,11.12,1.134,1134,Squared and Ground,Factory Option,2.5161,2.5161,Reference,Reference,4.52,4.52,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.256,0.256,6.5,0.65,Reference,Reference,Reference,Reference,,0.0004479
LC 022D 01 S,LC 022D 01 S,LC022D01S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.3,0.3,7.62,0.762,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.313,0.313,7.95,0.795,0.24,0.24,6.1,0.61,MIN,MIN,MIN,MIN,0.5,0.5,12.7,1.27,0.018,0.018,0.46,0.046,5.4,5.4,0.946,9.46,0.0964,0.964,96.43,964.3,0.54,0.54,0.0946,0.946,0.00964,0.0964,9.643,96.43,0.106,0.106,2.69,0.269,0.022,0.022,0.56,0.056,Stainless Steel,SS,2.0825,2.083,9.26,0.945,944.62,Squared and Ground,Factory Option,2.5239,2.5239,Reference,Reference,4.52,4.52,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.256,0.256,6.5,0.65,Reference,Reference,Reference,Reference,,0.0004572
LC 022D 01 S316,LC 022D 01 S316,LC022D01S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.3,0.3,7.62,0.762,+/-0.008,+/-0.008,+/-0.2,+/-0.02,0.313,0.313,7.95,0.795,0.24,0.24,6.1,0.61,MIN,MIN,MIN,MIN,0.5,0.5,12.7,1.27,0.018,0.018,0.46,0.046,5.4,5.4,0.946,9.46,0.0964,0.964,96.43,964.3,0.54,0.54,0.0946,0.946,0.00964,0.0964,9.643,96.43,0.106,0.106,2.69,0.269,0.022,0.022,0.56,0.056,Stainless Steel Type 316,SS316,2.0825,2.083,9.26,0.945,944.62,Squared and Ground,Factory Option,2.5239,2.5239,Reference,Reference,4.52,4.52,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.256,0.256,6.5,0.65,Reference,Reference,Reference,Reference,,0.0004572
