title,model,field_published_stock_code,field_product_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_revision,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm,field_outside_dia_cm,field_out_dia_tol_bld_spc_in,field_out_dia_tol_in,field_out_dia_tol_mm,field_out_dia_tol_cm,field_hole_dia_bd_spe_in,field_hole_dia_in,field_hole_dia_mm,field_hole_dia_cm,field_rod_dia_bd_spe_in,field_rod_dia_in,field_rod_dia_mm,field_rod_dia_cm,field_rod_dia_tole_bd_spe_in,field_rod_dia_tole_in,field_rod_dia_tole_mm,field_rod_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_solid_height_bd_spe_in,field_solid_height_in,field_solid_height_mm,field_solid_height_cm,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_material,field_material_short_description,field_load_at_solid_height_bd_lb,field_load_at_solid_height_lb,field_load_at_solid_height_n,field_load_at_solid_height_kg,field_load_at_solid_height_gm,field_end,field_direction_of_wind,field_active_coils_bd_spe,field_active_coils,field_active_coils_tole_bd_spe,field_active_coils_tole,field_total_coils_bd_spe,field_total_coils,field_finish,field_spring_type,field_product_series,field_material_specification,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_color,field_weight_per_item_lb
LC 080L 02 M,LC 080L 02 M,LC080L02M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.97,0.97,24.64,2.464,+/-0.02,+/-0.02,+/-0.51,+/-0.051,1,1,25.4,2.54,0.779,0.779,19.79,1.979,MIN,MIN,MIN,MIN,1,1,25.4,2.54,0.033,0.033,0.84,0.084,43.6,43.6,7.636,76.36,0.7786,7.786,778.61,7786.1,4.36,4.36,0.7636,7.636,0.07786,0.7786,77.861,778.61,0.33,0.33,8.38,0.838,0.08,0.08,2.03,,Music Wire,MW,30,30,133.45,13.608,13608,Squared and Ground,Factory Option,1.9989,1.9989,Reference,Reference,4,4,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.81,0.81,20.57,2.057,Reference,Reference,Reference,Reference,,0.0167895
LC 080L 02 S,LC 080L 02 S,LC080L02S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.97,0.97,24.64,2.464,+/-0.02,+/-0.02,+/-0.51,+/-0.051,1,1,25.4,2.54,0.779,0.779,19.79,1.979,MIN,MIN,MIN,MIN,1,1,25.4,2.54,0.033,0.033,0.84,0.084,36.3,36.3,6.357,63.57,0.6482,6.482,648.25,6482.5,3.63,3.63,0.6357,6.357,0.06482,0.6482,64.825,648.25,0.33,0.33,8.38,0.838,0.08,0.08,2.03,,Stainless Steel,SS,24.99,24.99,111.16,11.335,11335.46,Squared and Ground,Factory Option,2.0007,2.0007,Reference,Reference,4,4,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.81,0.81,20.57,2.057,Reference,Reference,Reference,Reference,,0.0171171
LC 080L 02 S316,LC 080L 02 S316,LC080L02S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.97,0.97,24.64,2.464,+/-0.02,+/-0.02,+/-0.51,+/-0.051,1,1,25.4,2.54,0.779,0.779,19.79,1.979,MIN,MIN,MIN,MIN,1,1,25.4,2.54,0.033,0.033,0.84,0.084,36.319,36.319,6.361,63.61,0.6486,6.486,648.58,6485.8,3.6319,3.632,0.6361,6.361,0.06486,0.6486,64.858,648.58,0.33,0.33,8.38,0.838,0.08,0.08,2.03,,Stainless Steel Type 316,SS316,24.99,24.99,111.16,11.335,11335.46,Squared and Ground,Factory Option,2.0007,2.0007,Reference,Reference,4,4,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.81,0.81,20.57,2.057,Reference,Reference,Reference,Reference,,0.0171171
LC 080L 03 M,LC 080L 03 M,LC080L03M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.97,0.97,24.64,2.464,+/-0.02,+/-0.02,+/-0.51,+/-0.051,1,1,25.4,2.54,0.779,0.779,19.79,1.979,MIN,MIN,MIN,MIN,1.25,1.25,31.75,3.175,0.039,0.039,0.99,0.099,33.9,33.9,5.937,59.37,0.6054,6.054,605.39,6053.9,3.39,3.39,0.5937,5.937,0.06054,0.6054,60.539,605.39,0.376,0.376,9.55,0.955,0.08,0.08,2.03,,Music Wire,MW,30,30,133.45,13.608,13608,Squared and Ground,Factory Option,2.5708,2.5708,Reference,Reference,4.57,4.57,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.81,0.81,20.57,2.057,Reference,Reference,Reference,Reference,,0.0191909
LC 080L 03 S,LC 080L 03 S,LC080L03S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.97,0.97,24.64,2.464,+/-0.02,+/-0.02,+/-0.51,+/-0.051,1,1,25.4,2.54,0.779,0.779,19.79,1.979,MIN,MIN,MIN,MIN,1.25,1.25,31.75,3.175,0.039,0.039,0.99,0.099,28.2,28.2,4.939,49.39,0.5036,5.036,503.6,5036,2.82,2.82,0.4939,4.939,0.05036,0.5036,50.36,503.6,0.376,0.376,9.55,0.955,0.08,0.08,2.03,,Stainless Steel,SS,24.99,24.99,111.16,11.335,11335.46,Squared and Ground,Factory Option,2.5754,2.5754,Reference,Reference,4.58,4.58,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.81,0.81,20.57,2.057,Reference,Reference,Reference,Reference,,0.0195759
LC 080L 03 S316,LC 080L 03 S316,LC080L03S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.97,0.97,24.64,2.464,+/-0.02,+/-0.02,+/-0.51,+/-0.051,1,1,25.4,2.54,0.779,0.779,19.79,1.979,MIN,MIN,MIN,MIN,1.25,1.25,31.75,3.175,0.039,0.039,0.99,0.099,28.239,28.239,4.946,49.46,0.5043,5.043,504.29,5042.9,2.8239,2.824,0.4946,4.946,0.05043,0.5043,50.429,504.29,0.376,0.376,9.55,0.955,0.08,0.08,2.03,,Stainless Steel Type 316,SS316,24.99,24.99,111.16,11.335,11335.46,Squared and Ground,Factory Option,2.5754,2.5754,Reference,Reference,4.58,4.58,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.81,0.81,20.57,2.057,Reference,Reference,Reference,Reference,,0.0195759
LC 080L 04 M,LC 080L 04 M,LC080L04M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.97,0.97,24.64,2.464,+/-0.02,+/-0.02,+/-0.51,+/-0.051,1,1,25.4,2.54,0.779,0.779,19.79,1.979,MIN,MIN,MIN,MIN,1.5,1.5,38.1,3.81,0.048,0.048,1.22,0.122,27.6,27.6,4.834,48.34,0.4929,4.929,492.88,4928.8,2.76,2.76,0.4834,4.834,0.04929,0.4929,49.288,492.88,0.423,0.423,10.74,1.074,0.08,0.08,2.03,,Music Wire,MW,30,30,133.45,13.608,13608,Squared and Ground,Factory Option,3.1577,3.1577,Reference,Reference,5.16,5.16,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.81,0.81,20.57,2.057,Reference,Reference,Reference,Reference,,0.0216547
LC 080L 04 S,LC 080L 04 S,LC080L04S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.97,0.97,24.64,2.464,+/-0.02,+/-0.02,+/-0.51,+/-0.051,1,1,25.4,2.54,0.779,0.779,19.79,1.979,MIN,MIN,MIN,MIN,1.5,1.5,38.1,3.81,0.048,0.048,1.22,0.122,23,23,4.028,40.28,0.4107,4.107,410.73,4107.3,2.3,2.3,0.4028,4.028,0.04107,0.4107,41.073,410.73,0.423,0.423,10.74,1.074,0.08,0.08,2.03,,Stainless Steel,SS,24.99,24.99,111.16,11.335,11335.46,Squared and Ground,Factory Option,3.1577,3.1577,Reference,Reference,5.16,5.16,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.81,0.81,20.57,2.057,Reference,Reference,Reference,Reference,,0.0220672
LC 080L 04 S316,LC 080L 04 S316,LC080L04S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.97,0.97,24.64,2.464,+/-0.02,+/-0.02,+/-0.51,+/-0.051,1,1,25.4,2.54,0.779,0.779,19.79,1.979,MIN,MIN,MIN,MIN,1.5,1.5,38.1,3.81,0.048,0.048,1.22,0.122,22.991,22.991,4.026,40.26,0.4106,4.106,410.57,4105.7,2.2991,2.299,0.4026,4.026,0.04106,0.4106,41.057,410.57,0.423,0.423,10.74,1.074,0.08,0.08,2.03,,Stainless Steel Type 316,SS316,24.99,24.99,111.16,11.335,11335.46,Squared and Ground,Factory Option,3.1577,3.1577,Reference,Reference,5.16,5.16,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.81,0.81,20.57,2.057,Reference,Reference,Reference,Reference,,0.0220672
LC 080L 05 M,LC 080L 05 M,LC080L05M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.97,0.97,24.64,2.464,+/-0.02,+/-0.02,+/-0.51,+/-0.051,1,1,25.4,2.54,0.779,0.779,19.79,1.979,MIN,MIN,MIN,MIN,1.75,1.75,44.45,4.445,0.053,0.053,1.35,0.135,23.2,23.2,4.063,40.63,0.4143,4.143,414.31,4143.1,2.32,2.32,0.4063,4.063,0.04143,0.4143,41.431,414.31,0.47,0.47,11.94,1.194,0.08,0.08,2.03,,Music Wire,MW,30,30,133.45,13.608,13608,Squared and Ground,Factory Option,3.7565,3.7565,Reference,Reference,5.76,5.76,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.81,0.81,20.57,2.057,Reference,Reference,Reference,Reference,,0.0241691
