title,model,field_published_stock_code,field_product_type,field_spring_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_revision,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm,field_outside_dia_cm,field_out_dia_tol_bld_spc_in,field_out_dia_tol_in,field_out_dia_tol_mm,field_out_dia_tol_cm,field_hole_dia_bd_spe_in,field_hole_dia_in,field_hole_dia_mm,field_hole_dia_cm,field_rod_dia_bd_spe_in,field_rod_dia_in,field_rod_dia_mm,field_rod_dia_cm,field_rod_dia_tole_bd_spe_in,field_rod_dia_tole_in,field_rod_dia_tole_mm,field_rod_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_solid_height_bd_spe_in,field_solid_height_in,field_solid_height_mm,field_solid_height_cm,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_material,field_material_short_description,field_load_at_solid_height_bd_lb,field_load_at_solid_height_lb,field_load_at_solid_height_n,field_load_at_solid_height_kg,field_load_at_solid_height_gm,field_end,field_direction_of_wind,field_active_coils_bd_spe,field_active_coils,field_active_coils_tole_bd_spe,field_active_coils_tole,field_total_coils_bd_spe,field_total_coils,field_finish,field_product_series,field_material_specification,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_color,field_weight_per_item_lb,field_nominal_load_build_spec_lb,field_nominal_load_lb,field_nominal_load_n,field_nominal_load_kg,field_nominal_load_gm,field_working_height_bud_spc_in,field_working_height_in,field_working_height_mm,field_working_height_cm
LWM08 030 1034S,LWM08 030 1034S,LWM080301034S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.279,0.279,7.09,0.709,Reference,Reference,Reference,Reference,0.315,0.315,8,0.8,0.197,0.197,5,0.5,MIN,MIN,MIN,MIN,0.407,0.407,10.34,1.034,0.07,0.07,1.78,0.178,49.219,49.219,8.62,86.2,0.879,8.79,878.95,8789.5,12.305,12.305,2.155,21.55,0.21974,2.1974,219.743,2197.43,0.12,0.12,3.05,0.305,0.01,0.01,0.25,0.025,Stainless Steel Type 17-7 PH,17-7 PH,14.126,14.126,62.84,6.408,6407.55,Plain (End Turn is Wavy),Factory Option,11,11,Reference,Reference,11,11,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.215,0.215,6.59,0.659,Reference,Reference,Reference,Reference,,0.001194,6.744,6.744,30,3.059,3059.08,0.27,0.27,6.86,0.686
LWM08 030 1222S,LWM08 030 1222S,LWM080301222S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.279,0.279,7.09,0.709,Reference,Reference,Reference,Reference,0.315,0.315,8,0.8,0.197,0.197,5,0.5,MIN,MIN,MIN,MIN,0.481,0.481,12.22,1.222,0.08,0.08,2.03,0.203,39.455,39.455,6.91,69.1,0.7046,7.046,704.59,7045.9,9.864,9.864,1.7275,17.275,0.17615,1.7615,176.151,1761.51,0.14,0.14,3.56,0.356,0.01,0.01,0.25,0.025,Stainless Steel Type 17-7 PH,17-7 PH,13.454,13.454,59.85,6.103,6102.73,Plain (End Turn is Wavy),Factory Option,13,13,Reference,Reference,13,13,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.215,0.215,6.59,0.659,Reference,Reference,Reference,Reference,,0.001411,6.744,6.744,30,3.059,3059.08,0.31,0.31,7.87,0.787
LWM10 018 0396S,LWM10 018 0396S,LWM100180396S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.357,0.357,9.07,0.907,Reference,Reference,Reference,Reference,0.394,0.394,10,1,0.276,0.276,7,0.7,MIN,MIN,MIN,MIN,0.156,0.156,3.96,0.396,0.03,0.03,0.76,0.076,49.962,49.962,8.75,87.5,0.8922,8.922,892.22,8922.2,12.49,12.49,2.1874,21.874,0.22305,2.2305,223.046,2230.46,0.032,0.032,0.81,0.081,0.008,0.008,0.2,0.02,Stainless Steel Type 17-7 PH,17-7 PH,6.195,6.195,27.56,2.81,2810.05,Plain (End Turn is Wavy),Factory Option,3,3,Reference,Reference,3,3,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.294,0.294,8.67,0.867,Reference,Reference,Reference,Reference,,0.000344,4.047,4.047,18,1.836,1835.72,0.075,0.075,1.91,0.191
LWM10 018 0528S,LWM10 018 0528S,LWM100180528S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.357,0.357,9.07,0.907,Reference,Reference,Reference,Reference,0.394,0.394,10,1,0.276,0.276,7,0.7,MIN,MIN,MIN,MIN,0.208,0.208,5.28,0.528,0.04,0.04,1.02,0.102,37.457,37.457,6.56,65.6,0.6689,6.689,668.91,6689.1,9.364,9.364,1.6399,16.399,0.16722,1.6722,167.222,1672.22,0.04,0.04,1.02,0.102,0.008,0.008,0.2,0.02,Stainless Steel Type 17-7 PH,17-7 PH,6.293,6.293,27.99,2.855,2854.5,Plain (End Turn is Wavy),Factory Option,4,4,Reference,Reference,4,4,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.294,0.294,8.67,0.867,Reference,Reference,Reference,Reference,,0.000458,4.047,4.047,18,1.836,1835.72,0.1,0.1,2.54,0.254
LWM10 018 0660S,LWM10 018 0660S,LWM100180660S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.357,0.357,9.07,0.907,Reference,Reference,Reference,Reference,0.394,0.394,10,1,0.276,0.276,7,0.7,MIN,MIN,MIN,MIN,0.26,0.26,6.6,0.66,0.05,0.05,1.27,0.127,29.749,29.749,5.21,52.1,0.5313,5.313,531.26,5312.6,7.437,7.437,1.3025,13.025,0.13281,1.3281,132.81,1328.1,0.048,0.048,1.22,0.122,0.008,0.008,0.2,0.02,Stainless Steel Type 17-7 PH,17-7 PH,6.307,6.307,28.05,2.861,2860.86,Plain (End Turn is Wavy),Factory Option,5,5,Reference,Reference,5,5,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.294,0.294,8.67,0.867,Reference,Reference,Reference,Reference,,0.000573,4.047,4.047,18,1.836,1835.72,0.124,0.124,3.15,0.315
LWM10 018 0792S,LWM10 018 0792S,LWM100180792S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.357,0.357,9.07,0.907,Reference,Reference,Reference,Reference,0.394,0.394,10,1,0.276,0.276,7,0.7,MIN,MIN,MIN,MIN,0.312,0.312,7.92,0.792,0.06,0.06,1.52,0.152,24.838,24.838,4.35,43.5,0.4436,4.436,443.56,4435.6,6.21,6.21,1.0876,10.876,0.1109,1.109,110.898,1108.98,0.056,0.056,1.42,0.142,0.008,0.008,0.2,0.02,Stainless Steel Type 17-7 PH,17-7 PH,6.359,6.359,28.29,2.884,2884.44,Plain (End Turn is Wavy),Factory Option,6,6,Reference,Reference,6,6,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.294,0.294,8.67,0.867,Reference,Reference,Reference,Reference,,0.000687,4.047,4.047,18,1.836,1835.72,0.149,0.149,3.78,0.378
LWM10 018 0925S,LWM10 018 0925S,LWM100180925S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.357,0.357,9.07,0.907,Reference,Reference,Reference,Reference,0.394,0.394,10,1,0.276,0.276,7,0.7,MIN,MIN,MIN,MIN,0.364,0.364,9.25,0.925,0.06,0.06,1.52,0.152,21.298,21.298,3.73,37.3,0.3803,3.803,380.34,3803.4,5.324,5.324,0.9324,9.324,0.09508,0.9508,95.076,950.76,0.064,0.064,1.63,0.163,0.008,0.008,0.2,0.02,Stainless Steel Type 17-7 PH,17-7 PH,6.389,6.389,28.42,2.898,2898.05,Plain (End Turn is Wavy),Factory Option,7,7,Reference,Reference,7,7,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.294,0.294,8.67,0.867,Reference,Reference,Reference,Reference,,0.000802,4.047,4.047,18,1.836,1835.72,0.174,0.174,4.42,0.442
LWM10 018 1057S,LWM10 018 1057S,LWM100181057S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.357,0.357,9.07,0.907,Reference,Reference,Reference,Reference,0.394,0.394,10,1,0.276,0.276,7,0.7,MIN,MIN,MIN,MIN,0.416,0.416,10.57,1.057,0.07,0.07,1.78,0.178,18.671,18.671,3.27,32.7,0.3334,3.334,333.43,3334.3,4.668,4.668,0.8175,8.175,0.08336,0.8336,83.361,833.61,0.072,0.072,1.83,0.183,0.008,0.008,0.2,0.02,Stainless Steel Type 17-7 PH,17-7 PH,6.423,6.423,28.57,2.913,2913.47,Plain (End Turn is Wavy),Factory Option,8,8,Reference,Reference,8,8,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.294,0.294,8.67,0.867,Reference,Reference,Reference,Reference,,0.000917,4.047,4.047,18,1.836,1835.72,0.199,0.199,5.05,0.505
LWM10 018 1189S,LWM10 018 1189S,LWM100181189S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.357,0.357,9.07,0.907,Reference,Reference,Reference,Reference,0.394,0.394,10,1,0.276,0.276,7,0.7,MIN,MIN,MIN,MIN,0.468,0.468,11.89,1.189,0.08,0.08,2.03,0.203,16.559,16.559,2.9,29,0.2957,2.957,295.71,2957.1,4.14,4.14,0.7251,7.251,0.07393,0.7393,73.932,739.32,0.08,0.08,2.03,0.203,0.008,0.008,0.2,0.02,Stainless Steel Type 17-7 PH,17-7 PH,6.425,6.425,28.58,2.914,2914.38,Plain (End Turn is Wavy),Factory Option,9,9,Reference,Reference,9,9,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.294,0.294,8.67,0.867,Reference,Reference,Reference,Reference,,0.001031,4.047,4.047,18,1.836,1835.72,0.224,0.224,5.69,0.569
LWM10 018 1321S,LWM10 018 1321S,LWM100181321S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.357,0.357,9.07,0.907,Reference,Reference,Reference,Reference,0.394,0.394,10,1,0.276,0.276,7,0.7,MIN,MIN,MIN,MIN,0.52,0.52,13.21,1.321,0.09,0.09,2.29,0.229,14.903,14.903,2.61,26.1,0.2661,2.661,266.14,2661.4,3.726,3.726,0.6525,6.525,0.06654,0.6654,66.539,665.39,0.088,0.088,2.24,0.224,0.008,0.008,0.2,0.02,Stainless Steel Type 17-7 PH,17-7 PH,6.438,6.438,28.64,2.92,2920.28,Plain (End Turn is Wavy),Factory Option,10,10,Reference,Reference,10,10,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.294,0.294,8.67,0.867,Reference,Reference,Reference,Reference,,0.001146,4.047,4.047,18,1.836,1835.72,0.249,0.249,6.32,0.632
LWM10 018 1453S,LWM10 018 1453S,LWM100181453S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.357,0.357,9.07,0.907,Reference,Reference,Reference,Reference,0.394,0.394,10,1,0.276,0.276,7,0.7,MIN,MIN,MIN,MIN,0.572,0.572,14.53,1.453,0.09,0.09,2.29,0.229,13.59,13.59,2.38,23.8,0.2427,2.427,242.69,2426.9,3.397,3.397,0.5949,5.949,0.06066,0.6066,60.664,606.64,0.096,0.096,2.44,0.244,0.008,0.008,0.2,0.02,Stainless Steel Type 17-7 PH,17-7 PH,6.469,6.469,28.78,2.934,2934.34,Plain (End Turn is Wavy),Factory Option,11,11,Reference,Reference,11,11,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.294,0.294,8.67,0.867,Reference,Reference,Reference,Reference,,0.00126,4.047,4.047,18,1.836,1835.72,0.274,0.274,6.96,0.696
LWM10 035 0396S,LWM10 035 0396S,LWM100350396S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.357,0.357,9.07,0.907,Reference,Reference,Reference,Reference,0.394,0.394,10,1,0.276,0.276,7,0.7,MIN,MIN,MIN,MIN,0.156,0.156,3.96,0.396,0.03,0.03,0.76,0.076,103.52,103.52,18.13,181.3,1.8487,18.487,1848.66,18486.6,25.88,25.88,4.5324,45.324,0.46217,4.6217,462.165,4621.65,0.044,0.044,1.12,0.112,0.011,0.011,0.28,0.028,Stainless Steel Type 17-7 PH,17-7 PH,11.594,11.594,51.57,5.259,5259.04,Plain (End Turn is Wavy),Factory Option,3,3,Reference,Reference,3,3,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.294,0.294,8.51,0.851,Reference,Reference,Reference,Reference,,0.000481,7.868,7.868,35,3.569,3568.92,0.08,0.08,2.03,0.203
LWM10 035 0528S,LWM10 035 0528S,LWM100350528S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.357,0.357,9.07,0.907,Reference,Reference,Reference,Reference,0.394,0.394,10,1,0.276,0.276,7,0.7,MIN,MIN,MIN,MIN,0.208,0.208,5.28,0.528,0.04,0.04,1.02,0.102,80.281,80.281,14.06,140.6,1.4337,14.337,1433.66,14336.6,20.07,20.07,3.5149,35.149,0.35841,3.5841,358.41,3584.1,0.055,0.055,1.4,0.14,0.011,0.011,0.28,0.028,Stainless Steel Type 17-7 PH,17-7 PH,12.283,12.283,54.64,5.572,5571.57,Plain (End Turn is Wavy),Factory Option,4,4,Reference,Reference,4,4,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.294,0.294,8.51,0.851,Reference,Reference,Reference,Reference,,0.000642,7.868,7.868,35,3.569,3568.92,0.11,0.11,2.79,0.279
LWM10 035 0660S,LWM10 035 0660S,LWM100350660S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.357,0.357,9.07,0.907,Reference,Reference,Reference,Reference,0.394,0.394,10,1,0.276,0.276,7,0.7,MIN,MIN,MIN,MIN,0.26,0.26,6.6,0.66,0.05,0.05,1.27,0.127,65.55,65.55,11.48,114.8,1.1706,11.706,1170.59,11705.9,16.387,16.387,2.8699,28.699,0.29264,2.9264,292.639,2926.39,0.066,0.066,1.68,0.168,0.011,0.011,0.28,0.028,Stainless Steel Type 17-7 PH,17-7 PH,12.717,12.717,56.57,5.768,5768.43,Plain (End Turn is Wavy),Factory Option,5,5,Reference,Reference,5,5,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.294,0.294,8.51,0.851,Reference,Reference,Reference,Reference,,0.000802,7.868,7.868,35,3.569,3568.92,0.14,0.14,3.56,0.356
