title,model,field_published_stock_code,field_product_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_revision,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm,field_outside_dia_cm,field_out_dia_tol_bld_spc_in,field_out_dia_tol_in,field_out_dia_tol_mm,field_out_dia_tol_cm,field_hole_dia_bd_spe_in,field_hole_dia_in,field_hole_dia_mm,field_hole_dia_cm,field_rod_dia_bd_spe_in,field_rod_dia_in,field_rod_dia_mm,field_rod_dia_cm,field_rod_dia_tole_bd_spe_in,field_rod_dia_tole_in,field_rod_dia_tole_mm,field_rod_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_solid_height_bd_spe_in,field_solid_height_in,field_solid_height_mm,field_solid_height_cm,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_material,field_material_short_description,field_load_at_solid_height_bd_lb,field_load_at_solid_height_lb,field_load_at_solid_height_n,field_load_at_solid_height_kg,field_load_at_solid_height_gm,field_end,field_direction_of_wind,field_active_coils_bd_spe,field_active_coils,field_active_coils_tole_bd_spe,field_active_coils_tole,field_total_coils_bd_spe,field_total_coils,field_finish,field_spring_type,field_product_series,field_material_specification,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_color,field_weight_per_item_lb
LC 115L 04 M,LC 115L 04 M,LC115L04M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.97,0.97,24.64,2.464,+/-0.02,+/-0.02,+/-0.51,+/-0.051,1,1,25.4,2.54,0.714,0.714,18.14,1.814,MIN,MIN,MIN,MIN,2.5,2.5,63.5,6.35,0.088,0.088,2.24,0.224,52,52,9.107,91.07,0.9286,9.286,928.62,9286.2,5.2,5.2,0.9107,9.107,0.09286,0.9286,92.862,928.62,1.13,1.13,28.7,2.87,0.115,0.115,2.92,,Music Wire,MW,72,72,320.27,32.659,32659.2,Squared and Ground,Factory Option,7.7356,7.7356,Reference,Reference,9.74,9.74,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.74,0.74,18.8,1.88,Reference,Reference,Reference,Reference,,0.0811434
LC 115L 04 S,LC 115L 04 S,LC115L04S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.97,0.97,24.64,2.464,+/-0.02,+/-0.02,+/-0.51,+/-0.051,1,1,25.4,2.54,0.715,0.715,18.16,1.816,MIN,MIN,MIN,MIN,2.5,2.5,63.5,6.35,0.088,0.088,2.24,0.224,43.3,43.3,7.583,75.83,0.7733,7.733,773.25,7732.5,4.33,4.33,0.7583,7.583,0.07733,0.7733,77.325,773.25,1.13,1.13,28.7,2.87,0.115,0.115,2.92,,Stainless Steel,SS,59.976,59.976,266.79,27.205,27205.11,Squared and Ground,Factory Option,8.0782,8.0782,Reference,Reference,10.08,10.08,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.74,0.74,18.8,1.88,Reference,Reference,Reference,Reference,,0.0855984
LC 115L 05 M,LC 115L 05 M,LC115L05M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.97,0.97,24.64,2.464,+/-0.02,+/-0.02,+/-0.51,+/-0.051,1,1,25.4,2.54,0.714,0.714,18.14,1.814,MIN,MIN,MIN,MIN,3,3,76.2,7.62,0.105,0.105,2.67,0.267,43,43,7.531,75.31,0.7679,7.679,767.89,7678.9,4.3,4.3,0.7531,7.531,0.07679,0.7679,76.789,767.89,1.33,1.33,33.78,3.378,0.115,0.115,2.92,,Music Wire,MW,72,72,320.27,32.659,32659.2,Squared and Ground,Factory Option,9.3547,9.3547,Reference,Reference,11.35,11.35,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.74,0.74,18.8,1.88,Reference,Reference,Reference,Reference,,0.094638
LC 115L 05 S,LC 115L 05 S,LC115L05S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.97,0.97,24.64,2.464,+/-0.02,+/-0.02,+/-0.51,+/-0.051,1,1,25.4,2.54,0.715,0.715,18.16,1.816,MIN,MIN,MIN,MIN,3,3,76.2,7.62,0.105,0.105,2.67,0.267,35.8,35.8,6.27,62.7,0.6393,6.393,639.32,6393.2,3.58,3.58,0.627,6.27,0.06393,0.6393,63.932,639.32,1.33,1.33,33.78,3.378,0.115,0.115,2.92,,Stainless Steel,SS,59.976,59.976,266.79,27.205,27205.11,Squared and Ground,Factory Option,9.7705,9.7705,Reference,Reference,11.77,11.77,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.74,0.74,18.8,1.88,Reference,Reference,Reference,Reference,,0.0999724
LC 115L 06 M,LC 115L 06 M,LC115L06M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.97,0.97,24.64,2.464,+/-0.02,+/-0.02,+/-0.51,+/-0.051,1,1,25.4,2.54,0.714,0.714,18.14,1.814,MIN,MIN,MIN,MIN,3.5,3.5,88.9,8.89,0.125,0.125,3.18,0.318,36,36,6.305,63.05,0.6429,6.429,642.89,6428.9,3.6,3.6,0.6305,6.305,0.06429,0.6429,64.289,642.89,1.52,1.52,38.61,3.861,0.115,0.115,2.92,,Music Wire,MW,72,72,320.27,32.659,32659.2,Squared and Ground,Factory Option,11.1737,11.1737,Reference,Reference,13.17,13.17,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.74,0.74,18.8,1.88,Reference,Reference,Reference,Reference,,0.1097986
LC 115L 06 S,LC 115L 06 S,LC115L06S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.97,0.97,24.64,2.464,+/-0.02,+/-0.02,+/-0.51,+/-0.051,1,1,25.4,2.54,0.715,0.715,18.16,1.816,MIN,MIN,MIN,MIN,3.5,3.5,88.9,8.89,0.125,0.125,3.18,0.318,30,30,5.254,52.54,0.5357,5.357,535.74,5357.4,3,3,0.5254,5.254,0.05357,0.5357,53.574,535.74,1.52,1.52,38.61,3.861,0.115,0.115,2.92,,Stainless Steel,SS,59.976,59.976,266.79,27.205,27205.11,Squared and Ground,Factory Option,11.6595,11.6595,Reference,Reference,13.66,13.66,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.74,0.74,18.8,1.88,Reference,Reference,Reference,Reference,,0.1160163
LC 115L 07 M,LC 115L 07 M,LC115L07M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.97,0.97,24.64,2.464,+/-0.02,+/-0.02,+/-0.51,+/-0.051,1,1,25.4,2.54,0.714,0.714,18.14,1.814,MIN,MIN,MIN,MIN,4,4,101.6,10.16,0.14,0.14,3.56,0.356,32,32,5.604,56.04,0.5715,5.715,571.46,5714.6,3.2,3.2,0.5604,5.604,0.05715,0.5715,57.146,571.46,1.73,1.73,43.94,4.394,0.115,0.115,2.92,,Music Wire,MW,72,72,320.27,32.659,32659.2,Squared and Ground,Factory Option,12.5704,12.5704,Reference,Reference,14.57,14.57,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.74,0.74,18.8,1.88,Reference,Reference,Reference,Reference,,0.1214398
LC 115L 07 S,LC 115L 07 S,LC115L07S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.97,0.97,24.64,2.464,+/-0.02,+/-0.02,+/-0.51,+/-0.051,1,1,25.4,2.54,0.714,0.714,18.14,1.814,MIN,MIN,MIN,MIN,4,4,101.6,10.16,0.14,0.14,3.56,0.356,26.7,26.7,4.676,46.76,0.4768,4.768,476.81,4768.1,2.67,2.67,0.4676,4.676,0.04768,0.4768,47.681,476.81,1.73,1.73,43.94,4.394,0.115,0.115,2.92,,Stainless Steel,SS,59.976,59.976,266.79,27.205,27205.11,Squared and Ground,Factory Option,13.1006,13.1006,Reference,Reference,15.1,15.1,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.74,0.74,18.8,1.88,Reference,Reference,Reference,Reference,,0.1282559
LC 120HH 01M,LC 120HH 01M,LC120HH01M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.625,0.625,15.88,1.588,+/-0.015,+/-0.015,+/-0.38,+/-0.038,0.656,0.656,16.66,1.666,0.367,0.367,9.32,0.932,MIN,MIN,MIN,MIN,0.875,0.875,22.23,2.223,0.031,0.031,0.79,0.079,653.4696,653.47,114.444,1144.44,11.6697,116.697,11669.66,116696.6,65.347,65.347,11.4444,114.444,1.16697,11.6697,1166.967,11669.67,0.6849,0.685,17.4,1.74,0.12,0.12,3.05,,Music Wire,MW,124.175,124.175,552.36,56.326,56325.78,Squared and Ground,Factory Option,3.5418,3.5418,Reference,Reference,5.5418,5.5418,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.385,0.385,9.78,0.978,Reference,Reference,Reference,Reference,,0.0297055
LC 120HH 01S,LC 120HH 01S,LC120HH01S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.625,0.625,15.88,1.588,+/-0.015,+/-0.015,+/-0.38,+/-0.038,0.656,0.656,16.66,1.666,0.367,0.367,9.32,0.932,MIN,MIN,MIN,MIN,0.875,0.875,22.23,2.223,0.031,0.031,0.79,0.079,544.3519,544.352,95.334,953.34,9.721,97.21,9721.04,97210.4,54.435,54.435,9.5334,95.334,0.9721,9.721,972.1,9721,0.6849,0.685,17.4,1.74,0.12,0.12,3.05,,Stainless Steel,SS,103.44,103.44,460.12,46.92,46920.38,Squared and Ground,Factory Option,3.6972,3.6972,Reference,Reference,5.6972,5.6972,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.385,0.385,9.78,0.978,Reference,Reference,Reference,Reference,,0.0311201
LC 120HH 02M,LC 120HH 02M,LC120HH02M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.625,0.625,15.88,1.588,+/-0.015,+/-0.015,+/-0.38,+/-0.038,0.656,0.656,16.66,1.666,0.367,0.367,9.32,0.932,MIN,MIN,MIN,MIN,1,1,25.4,2.54,0.035,0.035,0.89,0.089,545.991,545.991,95.621,956.21,9.7503,97.503,9750.31,97503.1,54.599,54.599,9.5621,95.621,0.97503,9.7503,975.029,9750.29,0.7711,0.771,19.59,1.959,0.12,0.12,3.05,,Music Wire,MW,124.175,124.175,552.36,56.326,56325.78,Squared and Ground,Factory Option,4.239,4.239,Reference,Reference,6.239,6.239,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.385,0.385,9.78,0.978,Reference,Reference,Reference,Reference,,0.0334427
LC 120HH 02S,LC 120HH 02S,LC120HH02S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.625,0.625,15.88,1.588,+/-0.015,+/-0.015,+/-0.38,+/-0.038,0.656,0.656,16.66,1.666,0.367,0.367,9.32,0.932,MIN,MIN,MIN,MIN,1,1,25.4,2.54,0.035,0.035,0.89,0.089,454.8204,454.82,79.654,796.54,8.1222,81.222,8122.18,81221.8,45.482,45.482,7.9654,79.654,0.81222,8.1222,812.218,8122.18,0.7711,0.771,19.59,1.959,0.12,0.12,3.05,,Stainless Steel,SS,103.44,103.44,460.12,46.92,46920.38,Squared and Ground,Factory Option,4.425,4.425,Reference,Reference,6.425,6.425,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.385,0.385,9.78,0.978,Reference,Reference,Reference,Reference,,0.0350956
LC 120HH 03M,LC 120HH 03M,LC120HH03M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.625,0.625,15.88,1.588,+/-0.015,+/-0.015,+/-0.38,+/-0.038,0.656,0.656,16.66,1.666,0.367,0.367,9.32,0.932,MIN,MIN,MIN,MIN,1.25,1.25,31.75,3.175,0.044,0.044,1.12,0.112,410.8447,410.845,71.952,719.52,7.3369,73.369,7336.86,73368.6,41.084,41.084,7.1952,71.952,0.73368,7.3368,733.678,7336.78,0.9435,0.944,23.97,2.397,0.12,0.12,3.05,,Music Wire,MW,124.175,124.175,552.36,56.326,56325.78,Squared and Ground,Factory Option,5.6335,5.6335,Reference,Reference,7.6335,7.6335,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.385,0.385,9.78,0.978,Reference,Reference,Reference,Reference,,0.0409172
LC 120HH 03S,LC 120HH 03S,LC120HH03S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.625,0.625,15.88,1.588,+/-0.015,+/-0.015,+/-0.38,+/-0.038,0.656,0.656,16.66,1.666,0.367,0.367,9.32,0.932,MIN,MIN,MIN,MIN,1.25,1.25,31.75,3.175,0.044,0.044,1.12,0.112,342.241,342.241,59.938,599.38,6.1117,61.117,6111.74,61117.4,34.224,34.224,5.9938,59.938,0.61117,6.1117,611.172,6111.72,0.9435,0.944,23.97,2.397,0.12,0.12,3.05,,Stainless Steel,SS,103.44,103.44,460.12,46.92,46920.38,Squared and Ground,Factory Option,5.8806,5.8806,Reference,Reference,7.8806,7.8806,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.385,0.385,9.78,0.978,Reference,Reference,Reference,Reference,,0.0430466
LC 120HH 04M,LC 120HH 04M,LC120HH04M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.625,0.625,15.88,1.588,+/-0.015,+/-0.015,+/-0.38,+/-0.038,0.656,0.656,16.66,1.666,0.367,0.367,9.32,0.932,MIN,MIN,MIN,MIN,1.5,1.5,38.1,3.81,0.053,0.053,1.35,0.135,329.3279,329.328,57.676,576.76,5.8811,58.811,5881.14,58811.4,32.933,32.933,5.7677,57.677,0.58812,5.8812,588.118,5881.18,1.1158,1.116,28.34,2.834,0.12,0.12,3.05,,Music Wire,MW,124.175,124.175,552.36,56.326,56325.78,Squared and Ground,Factory Option,7.0279,7.0279,Reference,Reference,9.0279,9.0279,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.385,0.385,9.78,0.978,Reference,Reference,Reference,Reference,,0.0483916
LC 120HH 04S,LC 120HH 04S,LC120HH04S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.625,0.625,15.88,1.588,+/-0.015,+/-0.015,+/-0.38,+/-0.038,0.656,0.656,16.66,1.666,0.367,0.367,9.32,0.932,MIN,MIN,MIN,MIN,1.5,1.5,38.1,3.81,0.053,0.053,1.35,0.135,274.3361,274.336,48.045,480.45,4.8991,48.991,4899.09,48990.9,27.434,27.434,4.8046,48.046,0.48992,4.8992,489.916,4899.16,1.1158,1.116,28.34,2.834,0.12,0.12,3.05,,Stainless Steel,SS,103.44,103.44,460.12,46.92,46920.38,Squared and Ground,Factory Option,7.3363,7.3363,Reference,Reference,9.3363,9.3363,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.385,0.385,9.78,0.978,Reference,Reference,Reference,Reference,,0.0509976
