title,model,field_published_stock_code,field_product_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_revision,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm,field_outside_dia_cm,field_out_dia_tol_bld_spc_in,field_out_dia_tol_in,field_out_dia_tol_mm,field_out_dia_tol_cm,field_hole_dia_bd_spe_in,field_hole_dia_in,field_hole_dia_mm,field_hole_dia_cm,field_rod_dia_bd_spe_in,field_rod_dia_in,field_rod_dia_mm,field_rod_dia_cm,field_rod_dia_tole_bd_spe_in,field_rod_dia_tole_in,field_rod_dia_tole_mm,field_rod_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_solid_height_bd_spe_in,field_solid_height_in,field_solid_height_mm,field_solid_height_cm,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_material,field_material_short_description,field_load_at_solid_height_bd_lb,field_load_at_solid_height_lb,field_load_at_solid_height_n,field_load_at_solid_height_kg,field_load_at_solid_height_gm,field_end,field_direction_of_wind,field_active_coils_bd_spe,field_active_coils,field_active_coils_tole_bd_spe,field_active_coils_tole,field_total_coils_bd_spe,field_total_coils,field_finish,field_spring_type,field_product_series,field_material_specification,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_color,field_weight_per_item_lb
LHL 750AB 09,LHL 750AB 09,LHL750AB09,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.69,0.69,17.53,1.753,Reference,Reference,Reference,Reference,0.75,0.75,19.05,1.905,0.375,0.375,9.53,0.953,MIN,MIN,MIN,MIN,4,4,101.6,10.16,0.14,0.14,3.56,0.356,85,85,14.886,148.86,1.5179,15.179,1517.93,15179.3,8.5,8.5,1.4886,14.886,0.15179,1.5179,151.793,1517.93,2.59,2.59,65.79,6.579,0.118,0.118,3,,Music Wire,MW,119.9,119.9,533.34,54.387,54386.64,Squared and Ground,Factory Option,17.519,17.519,Reference,Reference,19.52,19.52,Beige Powder Coat,1,HEFTY™ Die Spring,ASTM A228,0.454,0.454,11.53,1.153,Reference,Reference,Reference,Reference,,0.114593
LHL 750AB 10,LHL 750AB 10,LHL750AB10,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.68,0.68,17.27,1.727,Reference,Reference,Reference,Reference,0.75,0.75,19.05,1.905,0.375,0.375,9.53,0.953,MIN,MIN,MIN,MIN,4.5,4.5,114.3,11.43,0.156,0.156,3.96,0.396,73,73,12.785,127.85,1.3036,13.036,1303.63,13036.3,7.3,7.3,1.2785,12.785,0.13036,1.3036,130.363,1303.63,2.84,2.84,72.14,7.214,0.118,0.118,3,,Music Wire,MW,121.2,121.2,539.12,54.976,54976.32,Squared and Ground,Factory Option,21.508,21.508,Reference,Reference,23.51,23.51,Beige Powder Coat,1,HEFTY™ Die Spring,ASTM A228,0.444,0.444,11.28,1.128,Reference,Reference,Reference,Reference,,0.135595
LHL 750AB 11,LHL 750AB 11,LHL750AB11,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.67,0.67,17.02,1.702,Reference,Reference,Reference,Reference,0.75,0.75,19.05,1.905,0.375,0.375,9.53,0.953,MIN,MIN,MIN,MIN,5,5,127,12.7,0.175,0.175,4.45,0.445,67,67,11.734,117.34,1.1965,11.965,1196.49,11964.9,6.7,6.7,1.1734,11.734,0.11965,1.1965,119.649,1196.49,3.21,3.21,81.53,8.153,0.118,0.118,3,,Music Wire,MW,119.9,119.9,533.34,54.387,54386.64,Squared and Ground,Factory Option,24.731,24.731,Reference,Reference,26.73,26.73,Beige Powder Coat,1,HEFTY™ Die Spring,ASTM A228,0.434,0.434,11.02,1.102,Reference,Reference,Reference,Reference,,0.151442
LHL 750AB 12,LHL 750AB 12,LHL750AB12,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.67,0.67,17.02,1.702,Reference,Reference,Reference,Reference,0.75,0.75,19.05,1.905,0.375,0.375,9.53,0.953,MIN,MIN,MIN,MIN,5.5,5.5,139.7,13.97,0.175,0.175,4.45,0.445,61,61,10.683,106.83,1.0893,10.893,1089.34,10893.4,6.1,6.1,1.0683,10.683,0.10893,1.0893,108.934,1089.34,3.52,3.52,89.41,8.941,0.118,0.118,3,,Music Wire,MW,120.8,120.8,537.35,54.795,54794.88,Squared and Ground,Factory Option,27.164,27.164,Reference,Reference,29.16,29.16,Beige Powder Coat,1,HEFTY™ Die Spring,ASTM A228,0.434,0.434,11.02,1.102,Reference,Reference,Reference,Reference,,0.165223
LHL 750AB 13,LHL 750AB 13,LHL750AB13,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.68,0.68,17.27,1.727,Reference,Reference,Reference,Reference,0.75,0.75,19.05,1.905,0.375,0.375,9.53,0.953,MIN,MIN,MIN,MIN,6,6,152.4,15.24,0.175,0.175,4.45,0.445,56,56,9.807,98.07,1,10,1000.05,10000.5,5.6,5.6,0.9807,9.807,0.1,1,100.005,1000.05,3.8,3.8,96.52,9.652,0.118,0.118,3,,Music Wire,MW,123.2,123.2,548.02,55.884,55883.52,Squared and Ground,Factory Option,28.037,28.037,Reference,Reference,30.04,30.04,Beige Powder Coat,1,HEFTY™ Die Spring,ASTM A228,0.444,0.444,11.28,1.128,Reference,Reference,Reference,Reference,,0.173256
LHL 750B 01,LHL 750B 01,LHL750B01,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.71,0.71,18.03,1.803,Reference,Reference,Reference,Reference,0.75,0.75,19.05,1.905,0.375,0.375,9.53,0.953,MIN,MIN,MIN,MIN,1,1,25.4,2.54,0.033,0.033,0.84,0.084,450,450,78.81,788.1,8.0361,80.361,8036.1,80361,45,45,7.881,78.81,0.80361,8.0361,803.61,8036.1,0.63,0.63,16,1.6,0.12,0.12,3.05,,Oil Tempered Chrome Silicon,OTCS,166.5,166.5,740.63,75.524,75524.4,Squared and Ground,Factory Option,3.225,3.225,Reference,Reference,5.23,5.23,Purple Powder Coat,1,HEFTY™ Die Spring,ASTM A401,0.47,0.47,11.94,1.194,Reference,Reference,Reference,Reference,,0.032722
LHL 750B 02,LHL 750B 02,LHL750B02,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.725,0.725,18.42,1.842,Reference,Reference,Reference,Reference,0.75,0.75,19.05,1.905,0.375,0.375,9.53,0.953,MIN,MIN,MIN,MIN,1.25,1.25,31.75,3.175,0.039,0.039,0.99,0.099,385,385,67.426,674.26,6.8753,68.753,6875.33,68753.3,38.5,38.5,6.7426,67.426,0.68753,6.8753,687.533,6875.33,0.78,0.78,19.81,1.981,0.125,0.125,3.18,,Oil Tempered Chrome Silicon,OTCS,181,181,805.13,82.102,82101.6,Squared and Ground,Factory Option,4.2202,4.2202,Reference,Reference,6.22,6.22,Purple Powder Coat,1,HEFTY™ Die Spring,ASTM A401,0.475,0.475,12.07,1.207,Reference,Reference,Reference,Reference,,0.0429835
LHL 750B 03,LHL 750B 03,LHL750B03,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.715,0.715,18.16,1.816,Reference,Reference,Reference,Reference,0.75,0.75,19.05,1.905,0.375,0.375,9.53,0.953,MIN,MIN,MIN,MIN,1.5,1.5,38.1,3.81,0.048,0.048,1.22,0.122,320,320,56.043,560.43,5.7146,57.146,5714.56,57145.6,32,32,5.6043,56.043,0.57146,5.7146,571.456,5714.56,0.93,0.93,23.62,2.362,0.125,0.125,3.18,,Oil Tempered Chrome Silicon,OTCS,182.4,182.4,811.36,82.737,82736.64,Squared and Ground,Factory Option,5.34,5.34,Reference,Reference,7.34,7.34,Purple Powder Coat,1,HEFTY™ Die Spring,ASTM A401,0.465,0.465,11.81,1.181,Reference,Reference,Reference,Reference,,0.05225
LHL 750B 04,LHL 750B 04,LHL750B04,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.695,0.695,17.65,1.765,Reference,Reference,Reference,Reference,0.75,0.75,19.05,1.905,0.375,0.375,9.53,0.953,MIN,MIN,MIN,MIN,1.75,1.75,44.45,4.445,0.053,0.053,1.35,0.135,288,288,50.438,504.38,5.1431,51.431,5143.1,51431,28.8,28.8,5.0438,50.438,0.51431,5.1431,514.31,5143.1,1.08,1.08,27.43,2.743,0.125,0.125,3.18,,Oil Tempered Chrome Silicon,OTCS,193,193,858.51,87.545,87544.8,Squared and Ground,Factory Option,6.58,6.58,Reference,Reference,8.58,8.58,Purple Powder Coat,1,HEFTY™ Die Spring,ASTM A401,0.445,0.445,11.3,1.13,Reference,Reference,Reference,Reference,,0.0563264
LHL 750B 05,LHL 750B 05,LHL750B05,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.69,0.69,17.53,1.753,Reference,Reference,Reference,Reference,0.75,0.75,19.05,1.905,0.375,0.375,9.53,0.953,MIN,MIN,MIN,MIN,2,2,50.8,5.08,0.062,0.062,1.57,0.157,248,248,43.433,434.33,4.4288,44.288,4428.78,44287.8,24.8,24.8,4.3433,43.433,0.44288,4.4288,442.878,4428.78,1.24,1.24,31.5,3.15,0.125,0.125,3.18,,Oil Tempered Chrome Silicon,OTCS,188.5,188.5,838.49,85.504,85503.6,Squared and Ground,Factory Option,7.846,7.846,Reference,Reference,9.85,9.85,Purple Powder Coat,1,HEFTY™ Die Spring,ASTM A401,0.44,0.44,11.18,1.118,Reference,Reference,Reference,Reference,,0.0640703
LHL 750B 06,LHL 750B 06,LHL750B06,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.69,0.69,17.53,1.753,Reference,Reference,Reference,Reference,0.75,0.75,19.05,1.905,0.375,0.375,9.53,0.953,MIN,MIN,MIN,MIN,2.5,2.5,63.5,6.35,0.088,0.088,2.24,0.224,192,192,33.626,336.26,3.4287,34.287,3428.74,34287.4,19.2,19.2,3.3626,33.626,0.34287,3.4287,342.874,3428.74,1.53,1.53,38.86,3.886,0.125,0.125,3.18,,Oil Tempered Chrome Silicon,OTCS,186.2,186.2,828.26,84.46,84460.32,Squared and Ground,Factory Option,10.134,10.134,Reference,Reference,12.13,12.13,Purple Powder Coat,1,HEFTY™ Die Spring,ASTM A401,0.44,0.44,11.18,1.118,Reference,Reference,Reference,Reference,,0.078961
LHL 750B 07,LHL 750B 07,LHL750B07,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.71,0.71,18.03,1.803,Reference,Reference,Reference,Reference,0.75,0.75,19.05,1.905,0.375,0.375,9.53,0.953,MIN,MIN,MIN,MIN,3,3,76.2,7.62,0.105,0.105,2.67,0.267,144,144,25.219,252.19,2.5716,25.716,2571.55,25715.5,14.4,14.4,2.5219,25.219,0.25716,2.5716,257.155,2571.55,1.78,1.78,45.21,4.521,0.125,0.125,3.18,,Oil Tempered Chrome Silicon,OTCS,175.7,175.7,781.55,79.698,79697.52,Squared and Ground,Factory Option,12.1735,12.1735,Reference,Reference,14.17,14.17,Purple Powder Coat,1,HEFTY™ Die Spring,ASTM A401,0.46,0.46,11.68,1.168,Reference,Reference,Reference,Reference,,0.0954951
LHL 750B 08,LHL 750B 08,LHL750B08,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.7,0.7,17.78,1.778,Reference,Reference,Reference,Reference,0.75,0.75,19.05,1.905,0.375,0.375,9.53,0.953,MIN,MIN,MIN,MIN,3.5,3.5,88.9,8.89,0.125,0.125,3.18,0.318,128,128,22.417,224.17,2.2858,22.858,2285.82,22858.2,12.8,12.8,2.2417,22.417,0.22858,2.2858,228.582,2285.82,2.07,2.07,52.58,5.258,0.125,0.125,3.18,,Oil Tempered Chrome Silicon,OTCS,183,183,814.02,83.009,83008.8,Squared and Ground,Factory Option,14.422,14.422,Reference,Reference,16.42,16.42,Purple Powder Coat,1,HEFTY™ Die Spring,ASTM A401,0.45,0.45,11.43,1.143,Reference,Reference,Reference,Reference,,0.108754
LHL 750B 09,LHL 750B 09,LHL750B09,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.68,0.68,17.27,1.727,Reference,Reference,Reference,Reference,0.75,0.75,19.05,1.905,0.375,0.375,9.53,0.953,MIN,MIN,MIN,MIN,4,4,101.6,10.16,0.14,0.14,3.56,0.356,120,120,21.016,210.16,2.143,21.43,2142.96,21429.6,12,12,2.1016,21.016,0.2143,2.143,214.296,2142.96,2.4,2.4,60.96,6.096,0.125,0.125,3.18,,Oil Tempered Chrome Silicon,OTCS,192,192,854.06,87.091,87091.2,Squared and Ground,Factory Option,17.1075,17.1075,Reference,Reference,19.11,19.11,Purple Powder Coat,1,HEFTY™ Die Spring,ASTM A401,0.43,0.43,10.92,1.092,Reference,Reference,Reference,Reference,,0.1221361
LHL 750B 10,LHL 750B 10,LHL750B10,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.665,0.665,16.89,1.689,Reference,Reference,Reference,Reference,0.75,0.75,19.05,1.905,0.375,0.375,9.53,0.953,MIN,MIN,MIN,MIN,4.5,4.5,114.3,11.43,0.156,0.156,3.96,0.396,112,112,19.615,196.15,2.0001,20.001,2000.1,20001,11.2,11.2,1.9615,19.615,0.20001,2.0001,200.01,2000.1,2.75,2.75,69.85,6.985,0.125,0.125,3.18,,Oil Tempered Chrome Silicon,OTCS,196,196,871.85,88.906,88905.6,Squared and Ground,Factory Option,19.8997,19.8997,Reference,Reference,21.9,21.9,Purple Powder Coat,1,HEFTY™ Die Spring,ASTM A401,0.415,0.415,10.54,1.054,Reference,Reference,Reference,Reference,,0.1362009
LHL 750B 11,LHL 750B 11,LHL750B11,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.655,0.655,16.64,1.664,Reference,Reference,Reference,Reference,0.75,0.75,19.05,1.905,0.375,0.375,9.53,0.953,MIN,MIN,MIN,MIN,5,5,127,12.7,0.175,0.175,4.45,0.445,104,104,18.214,182.14,1.8572,18.572,1857.23,18572.3,10.4,10.4,1.8214,18.214,0.18572,1.8572,185.723,1857.23,3.1,3.1,78.74,7.874,0.125,0.125,3.18,,Oil Tempered Chrome Silicon,OTCS,197.6,197.6,878.97,89.631,89631.36,Squared and Ground,Factory Option,22.6666,22.6666,Reference,Reference,24.67,24.67,Purple Powder Coat,1,HEFTY™ Die Spring,ASTM A401,0.405,0.405,10.29,1.029,Reference,Reference,Reference,Reference,,0.1505678
LHL 750B 12,LHL 750B 12,LHL750B12,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.65,0.65,16.51,1.651,Reference,Reference,Reference,Reference,0.75,0.75,19.05,1.905,0.375,0.375,9.53,0.953,MIN,MIN,MIN,MIN,5.5,5.5,139.7,13.97,0.175,0.175,4.45,0.445,96,96,16.813,168.13,1.7144,17.144,1714.37,17143.7,9.6,9.6,1.6813,16.813,0.17144,1.7144,171.437,1714.37,3.42,3.42,86.87,8.687,0.125,0.125,3.18,,Oil Tempered Chrome Silicon,OTCS,199.7,199.7,888.31,90.584,90583.92,Squared and Ground,Factory Option,25.2638,25.2638,Reference,Reference,27.26,27.26,Purple Powder Coat,1,HEFTY™ Die Spring,ASTM A401,0.4,0.4,10.16,1.016,Reference,Reference,Reference,Reference,,0.1648512
LHL 750B 13,LHL 750B 13,LHL750B13,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.675,0.675,17.15,1.715,Reference,Reference,Reference,Reference,0.75,0.75,19.05,1.905,0.375,0.375,9.53,0.953,MIN,MIN,MIN,MIN,6,6,152.4,15.24,0.175,0.175,4.45,0.445,80,80,14.011,140.11,1.4286,14.286,1428.64,14286.4,8,8,1.4011,14.011,0.14286,1.4286,142.864,1428.64,3.56,3.56,90.42,9.042,0.125,0.125,3.18,,Oil Tempered Chrome Silicon,OTCS,195.2,195.2,868.29,88.543,88542.72,Squared and Ground,Factory Option,26.3675,26.3675,Reference,Reference,28.37,28.37,Purple Powder Coat,1,HEFTY™ Die Spring,ASTM A401,0.425,0.425,10.8,1.08,Reference,Reference,Reference,Reference,,0.1796929
