title,model,field_published_stock_code,field_product_type,field_spring_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_product_series,field_revision,field_material,field_material_short_description,field_material_specification,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm,field_outside_dia_cm,field_outside_dia_tole_bd_spe_in,field_outside_dia_tole_in,field_outside_dia_tole_mm,field_outside_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_total_coils_bd_spe,field_total_coils,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_end,field_initial_ten_bud_spec_lb,field_initial_tension_lb,field_initial_tension_n,field_initial_tension_kg,field_initial_tension_gm,field_initial_ten_tol_bud_spc_lb,field_initial_ten_tol_lb,field_initial_ten_tol_n,field_initial_ten_tol_kg,field_initial_ten_tol_gm,field_max_load_build_spec_lb,field_max_load_lb,field_max_load_n,field_max_load_kg,field_max_load_gm,field_max_extend_len_bd_spe_in,field_max_extended_length_in,field_max_extended_length_mm,field_max_extended_length_cm,field_body_length_build_spec_in,field_body_length_in,field_body_length_mm,field_body_length_cm,field_direction_of_wind,field_finish,field_weight_per_item_lb,field_loop_insid_dia_bd_spec_in,field_loop_inside_diameter_in,field_loop_inside_diameter_mm,field_loop_inside_diameter_cm,field_loop_position,field_loop_opening_build_spec_in,field_loop_opening_in,field_loop_opening_mm,field_loop_opening_cm
EI 011B 05 S316,EI 011B 05 S316,EI011B05S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.094,0.094,2.39,0.239,0.004,0.004,0.1,0.01,0.75,0.75,19.05,1.905,0.03,0.03,0.76,0.076,0.61,0.61,0.107,1.07,0.0109,0.109,10.9,109,0.061,0.061,0.0107,0.107,0.00109,0.0109,1.09,10.9,0.072,0.072,1.83,0.183,REF,Reference,Reference,Reference,52.4706,52.5,0.011,0.011,0.28,0.028,Standard Loops,0.0583,0.0583,0.259,0.0264,26.4,0.01166,0.01166,0.0519,0.00529,5.29,0.499,0.499,2.22,0.2263,226.3,1.472,1.472,37.39,3.739,0.606,0.606,15.39,1.539,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00041,0.072,0.072,1.83,0.183,Random,0.011,0.011,0.28,0.028
EI 011B 06 M,EI 011B 06 M,EI011B06M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.094,0.094,2.39,0.239,0.004,0.004,0.1,0.01,0.875,0.875,22.23,2.223,0.03,0.03,0.76,0.076,0.6,0.6,0.105,1.05,0.0107,0.107,10.7,107,0.06,0.06,0.0105,0.105,0.00107,0.0107,1.07,10.7,0.072,0.072,1.83,0.183,REF,Reference,Reference,Reference,64.0142,64,0.011,0.011,0.28,0.028,Standard Loops,0.07,0.07,0.311,0.0318,31.8,0.014,0.014,0.0623,0.00635,6.35,0.8,0.8,3.559,0.3629,362.9,2.095,2.095,53.21,5.321,0.731,0.731,18.57,1.857,Factory Option,Pre-coated with Tin,0.00049,0.072,0.072,1.83,0.183,Random,0.011,0.011,0.28,0.028
EI 011B 06 S,EI 011B 06 S,EI011B06S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.094,0.094,2.39,0.239,0.004,0.004,0.1,0.01,0.875,0.875,22.23,2.223,0.03,0.03,0.76,0.076,0.5,0.5,0.088,0.88,0.0089,0.089,8.9,89,0.05,0.05,0.0088,0.088,0.00089,0.0089,0.89,8.9,0.072,0.072,1.83,0.183,REF,Reference,Reference,Reference,64.0142,64,0.011,0.011,0.28,0.028,Standard Loops,0.0583,0.0583,0.259,0.0264,26.4,0.01166,0.01166,0.0519,0.00529,5.29,0.6664,0.6664,2.964,0.3023,302.3,2.095,2.095,53.21,5.321,0.731,0.731,18.57,1.857,Factory Option,Passivate per ASTM A967,0.0005,0.072,0.072,1.83,0.183,Random,0.011,0.011,0.28,0.028
EI 011B 06 S316,EI 011B 06 S316,EI011B06S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.094,0.094,2.39,0.239,0.004,0.004,0.1,0.01,0.875,0.875,22.23,2.223,0.03,0.03,0.76,0.076,0.5,0.5,0.088,0.88,0.0089,0.089,8.9,89,0.05,0.05,0.0088,0.088,0.00089,0.0089,0.89,8.9,0.072,0.072,1.83,0.183,REF,Reference,Reference,Reference,64.0142,64,0.011,0.011,0.28,0.028,Standard Loops,0.0583,0.0583,0.259,0.0264,26.4,0.01166,0.01166,0.0519,0.00529,5.29,0.499,0.499,2.22,0.2263,226.3,1.756,1.756,44.6,4.46,0.731,0.731,18.57,1.857,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.0005,0.072,0.072,1.83,0.183,Random,0.011,0.011,0.28,0.028
EI 011B 07 M,EI 011B 07 M,EI011B07M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.094,0.094,2.39,0.239,0.004,0.004,0.1,0.01,1,1,25.4,2.54,0.03,0.03,0.76,0.076,0.517,0.517,0.091,0.91,0.0092,0.092,9.2,92,0.0517,0.0517,0.0091,0.091,0.00092,0.0092,0.92,9.2,0.072,0.072,1.83,0.183,REF,Reference,Reference,Reference,74.29,74.3,0.011,0.011,0.28,0.028,Standard Loops,0.07,0.07,0.311,0.0318,31.8,0.014,0.014,0.0623,0.00635,6.35,0.8,0.8,3.559,0.3629,362.9,2.4,2.4,60.96,6.096,0.856,0.856,21.74,2.174,Factory Option,Pre-coated with Tin,0.00056,0.072,0.072,1.83,0.183,Random,0.011,0.011,0.28,0.028
EI 011B 07 S,EI 011B 07 S,EI011B07S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.094,0.094,2.39,0.239,0.004,0.004,0.1,0.01,1,1,25.4,2.54,0.03,0.03,0.76,0.076,0.43,0.43,0.075,0.75,0.0077,0.077,7.7,77,0.043,0.043,0.0075,0.075,0.00077,0.0077,0.77,7.7,0.072,0.072,1.83,0.183,REF,Reference,Reference,Reference,74.4351,74.4,0.011,0.011,0.28,0.028,Standard Loops,0.0583,0.0583,0.259,0.0264,26.4,0.01166,0.01166,0.0519,0.00529,5.29,0.6664,0.6664,2.964,0.3023,302.3,2.4,2.4,60.96,6.096,0.856,0.856,21.74,2.174,Factory Option,Passivate per ASTM A967,0.00058,0.072,0.072,1.83,0.183,Random,0.011,0.011,0.28,0.028
EI 011B 07 S316,EI 011B 07 S316,EI011B07S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.094,0.094,2.39,0.239,0.004,0.004,0.1,0.01,1,1,25.4,2.54,0.03,0.03,0.76,0.076,0.43,0.43,0.075,0.75,0.0077,0.077,7.7,77,0.043,0.043,0.0075,0.075,0.00077,0.0077,0.77,7.7,0.072,0.072,1.83,0.183,REF,Reference,Reference,Reference,74.4351,74.4,0.011,0.011,0.28,0.028,Standard Loops,0.0583,0.0583,0.259,0.0264,26.4,0.01166,0.01166,0.0519,0.00529,5.29,0.499,0.499,2.22,0.2263,226.3,2.024,2.024,51.41,5.141,0.856,0.856,21.74,2.174,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00058,0.072,0.072,1.83,0.183,Random,0.011,0.011,0.28,0.028
EI 011C 01 M,EI 011C 01 M,EI011C01M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.109,0.109,2.77,0.277,0.005,0.005,0.13,0.013,0.375,0.375,9.53,0.953,0.02,0.02,0.51,0.051,1.341,1.341,0.235,2.35,0.0239,0.239,23.9,239,0.134,0.134,0.0235,0.235,0.00239,0.0239,2.39,23.9,0.087,0.087,2.21,0.221,REF,Reference,Reference,Reference,17.205,17.2,0.011,0.011,0.28,0.028,Standard Loops,0.065,0.065,0.289,0.0295,29.5,0.013,0.013,0.0578,0.0059,5.9,0.703,0.703,3.127,0.3189,318.9,0.851,0.851,21.62,2.162,0.2,0.2,5.08,0.508,Factory Option,Pre-coated with Tin,0.00017,0.087,0.087,2.21,0.221,Random,0.011,0.011,0.28,0.028
EI 011C 01 S,EI 011C 01 S,EI011C01S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.109,0.109,2.77,0.277,0.005,0.005,0.13,0.013,0.375,0.375,9.53,0.953,0.02,0.02,0.51,0.051,1.117,1.117,0.196,1.96,0.0199,0.199,19.9,199,0.111,0.111,0.0194,0.194,0.00198,0.0198,1.98,19.8,0.087,0.087,2.21,0.221,REF,Reference,Reference,Reference,17.205,17.2,0.011,0.011,0.28,0.028,Standard Loops,0.054,0.054,0.24,0.0245,24.5,0.01,0.01,0.0445,0.00454,4.54,0.589,0.589,2.62,0.2672,267.2,0.854,0.854,21.69,2.169,0.2,0.2,5.08,0.508,Factory Option,Passivate per ASTM A967,0.00017,0.087,0.087,2.21,0.221,Random,0.011,0.011,0.28,0.028
EI 011C 01 S316,EI 011C 01 S316,EI011C01S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.109,0.109,2.77,0.277,0.005,0.005,0.13,0.013,0.375,0.375,9.53,0.953,0.02,0.02,0.51,0.051,1.117,1.117,0.196,1.96,0.0199,0.199,19.9,199,0.111,0.111,0.0194,0.194,0.00198,0.0198,1.98,19.8,0.087,0.087,2.21,0.221,REF,Reference,Reference,Reference,17.205,17.2,0.011,0.011,0.28,0.028,Standard Loops,0.054,0.054,0.24,0.0245,24.5,0.01,0.01,0.0445,0.00454,4.54,0.441,0.441,1.962,0.2,200,0.721,0.721,18.31,1.831,0.2,0.2,5.08,0.508,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00017,0.087,0.087,2.21,0.221,Random,0.011,0.011,0.28,0.028
EI 011C 02 M,EI 011C 02 M,EI011C02M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.109,0.109,2.77,0.277,0.005,0.005,0.13,0.013,0.438,0.438,11.13,1.113,0.02,0.02,0.51,0.051,1.006,1.006,0.176,1.76,0.018,0.18,18,180,0.1,0.1,0.0175,0.175,0.00179,0.0179,1.79,17.9,0.087,0.087,2.21,0.221,REF,Reference,Reference,Reference,22.932,22.9,0.011,0.011,0.28,0.028,Standard Loops,0.065,0.065,0.289,0.0295,29.5,0.013,0.013,0.0578,0.0059,5.9,0.703,0.703,3.127,0.3189,318.9,1.072,1.072,27.23,2.723,0.263,0.263,6.68,0.668,Factory Option,Pre-coated with Tin,0.00022,0.087,0.087,2.21,0.221,Random,0.011,0.011,0.28,0.028
EI 011C 02 S,EI 011C 02 S,EI011C02S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.109,0.109,2.77,0.277,0.005,0.005,0.13,0.013,0.438,0.438,11.13,1.113,0.02,0.02,0.51,0.051,0.838,0.838,0.147,1.47,0.015,0.15,15,150,0.083,0.083,0.0145,0.145,0.00148,0.0148,1.48,14.8,0.087,0.087,2.21,0.221,REF,Reference,Reference,Reference,22.932,22.9,0.011,0.011,0.28,0.028,Standard Loops,0.054,0.054,0.24,0.0245,24.5,0.01,0.01,0.0445,0.00454,4.54,0.589,0.589,2.62,0.2672,267.2,1.077,1.077,27.36,2.736,0.263,0.263,6.68,0.668,Factory Option,Passivate per ASTM A967,0.00022,0.087,0.087,2.21,0.221,Random,0.011,0.011,0.28,0.028
EI 011C 02 S316,EI 011C 02 S316,EI011C02S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.109,0.109,2.77,0.277,0.005,0.005,0.13,0.013,0.438,0.438,11.13,1.113,0.02,0.02,0.51,0.051,0.838,0.838,0.147,1.47,0.015,0.15,15,150,0.083,0.083,0.0145,0.145,0.00148,0.0148,1.48,14.8,0.087,0.087,2.21,0.221,REF,Reference,Reference,Reference,22.932,22.9,0.011,0.011,0.28,0.028,Standard Loops,0.054,0.054,0.24,0.0245,24.5,0.01,0.01,0.0445,0.00454,4.54,0.441,0.441,1.962,0.2,200,0.899,0.899,22.83,2.283,0.263,0.263,6.68,0.668,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00022,0.087,0.087,2.21,0.221,Random,0.011,0.011,0.28,0.028
EI 011C 03 M,EI 011C 03 M,EI011C03M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.109,0.109,2.77,0.277,0.005,0.005,0.13,0.013,0.5,0.5,12.7,1.27,0.02,0.02,0.51,0.051,0.807,0.807,0.141,1.41,0.0144,0.144,14.4,144,0.08,0.08,0.014,0.14,0.00143,0.0143,1.43,14.3,0.087,0.087,2.21,0.221,REF,Reference,Reference,Reference,28.568,28.6,0.011,0.011,0.28,0.028,Standard Loops,0.065,0.065,0.289,0.0295,29.5,0.013,0.013,0.0578,0.0059,5.9,0.703,0.703,3.127,0.3189,318.9,1.29,1.29,32.77,3.277,0.325,0.325,8.26,0.826,Factory Option,Pre-coated with Tin,0.00027,0.087,0.087,2.21,0.221,Random,0.011,0.011,0.28,0.028
EI 011C 03 S,EI 011C 03 S,EI011C03S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.109,0.109,2.77,0.277,0.005,0.005,0.13,0.013,0.5,0.5,12.7,1.27,0.02,0.02,0.51,0.051,0.673,0.673,0.118,1.18,0.012,0.12,12,120,0.067,0.067,0.0117,0.117,0.0012,0.012,1.2,12,0.087,0.087,2.21,0.221,REF,Reference,Reference,Reference,28.568,28.6,0.011,0.011,0.28,0.028,Standard Loops,0.054,0.054,0.24,0.0245,24.5,0.01,0.01,0.0445,0.00454,4.54,0.589,0.589,2.62,0.2672,267.2,1.296,1.296,32.92,3.292,0.325,0.325,8.26,0.826,Factory Option,Passivate per ASTM A967,0.00027,0.087,0.087,2.21,0.221,Random,0.011,0.011,0.28,0.028
EI 011C 03 S316,EI 011C 03 S316,EI011C03S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.109,0.109,2.77,0.277,0.005,0.005,0.13,0.013,0.5,0.5,12.7,1.27,0.02,0.02,0.51,0.051,0.673,0.673,0.118,1.18,0.012,0.12,12,120,0.067,0.067,0.0117,0.117,0.0012,0.012,1.2,12,0.087,0.087,2.21,0.221,REF,Reference,Reference,Reference,28.568,28.6,0.011,0.011,0.28,0.028,Standard Loops,0.054,0.054,0.24,0.0245,24.5,0.01,0.01,0.0445,0.00454,4.54,0.441,0.441,1.962,0.2,200,1.075,1.075,27.31,2.731,0.325,0.325,8.26,0.826,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00027,0.087,0.087,2.21,0.221,Random,0.011,0.011,0.28,0.028
EI 011C 04 M,EI 011C 04 M,EI011C04M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.109,0.109,2.77,0.277,0.005,0.005,0.13,0.013,0.625,0.625,15.88,1.588,0.02,0.02,0.51,0.051,0.578,0.578,0.101,1.01,0.0103,0.103,10.3,103,0.057,0.057,0.01,0.1,0.00102,0.0102,1.02,10.2,0.087,0.087,2.21,0.221,REF,Reference,Reference,Reference,39.932,39.9,0.011,0.011,0.28,0.028,Standard Loops,0.065,0.065,0.289,0.0295,29.5,0.013,0.013,0.0578,0.0059,5.9,0.703,0.703,3.127,0.3189,318.9,1.729,1.729,43.92,4.392,0.45,0.45,11.43,1.143,Factory Option,Pre-coated with Tin,0.00037,0.087,0.087,2.21,0.221,Random,0.011,0.011,0.28,0.028
EI 011C 04 S,EI 011C 04 S,EI011C04S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.109,0.109,2.77,0.277,0.005,0.005,0.13,0.013,0.625,0.625,15.88,1.588,0.02,0.02,0.51,0.051,0.481,0.481,0.084,0.84,0.0086,0.086,8.6,86,0.048,0.048,0.0084,0.084,0.00086,0.0086,0.86,8.6,0.087,0.087,2.21,0.221,REF,Reference,Reference,Reference,39.932,39.9,0.011,0.011,0.28,0.028,Standard Loops,0.054,0.054,0.24,0.0245,24.5,0.01,0.01,0.0445,0.00454,4.54,0.589,0.589,2.62,0.2672,267.2,1.737,1.737,44.12,4.412,0.45,0.45,11.43,1.143,Factory Option,Passivate per ASTM A967,0.00037,0.087,0.087,2.21,0.221,Random,0.011,0.011,0.28,0.028
EI 011C 04 S316,EI 011C 04 S316,EI011C04S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.109,0.109,2.77,0.277,0.005,0.005,0.13,0.013,0.625,0.625,15.88,1.588,0.02,0.02,0.51,0.051,0.481,0.481,0.084,0.84,0.0086,0.086,8.6,86,0.048,0.048,0.0084,0.084,0.00086,0.0086,0.86,8.6,0.087,0.087,2.21,0.221,REF,Reference,Reference,Reference,39.932,39.9,0.011,0.011,0.28,0.028,Standard Loops,0.054,0.054,0.24,0.0245,24.5,0.01,0.01,0.0445,0.00454,4.54,0.441,0.441,1.962,0.2,200,1.429,1.429,36.3,3.63,0.45,0.45,11.43,1.143,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00037,0.087,0.087,2.21,0.221,Random,0.011,0.011,0.28,0.028
EI 011C 05 M,EI 011C 05 M,EI011C05M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.109,0.109,2.77,0.277,0.005,0.005,0.13,0.013,0.75,0.75,19.05,1.905,0.02,0.02,0.51,0.051,0.45,0.45,0.079,0.79,0.008,0.08,8,80,0.044,0.044,0.0077,0.077,0.00079,0.0079,0.79,7.9,0.087,0.087,2.21,0.221,REF,Reference,Reference,Reference,51.295,51.3,0.011,0.011,0.28,0.028,Standard Loops,0.065,0.065,0.289,0.0295,29.5,0.013,0.013,0.0578,0.0059,5.9,0.703,0.703,3.127,0.3189,318.9,2.169,2.169,55.09,5.509,0.575,0.575,14.61,1.461,Factory Option,Pre-coated with Tin,0.00047,0.087,0.087,2.21,0.221,Random,0.011,0.011,0.28,0.028
EI 011C 05 S,EI 011C 05 S,EI011C05S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.109,0.109,2.77,0.277,0.005,0.005,0.13,0.013,0.75,0.75,19.05,1.905,0.02,0.02,0.51,0.051,0.375,0.375,0.066,0.66,0.0067,0.067,6.7,67,0.037,0.037,0.0065,0.065,0.00066,0.0066,0.66,6.6,0.087,0.087,2.21,0.221,REF,Reference,Reference,Reference,51.295,51.3,0.011,0.011,0.28,0.028,Standard Loops,0.054,0.054,0.24,0.0245,24.5,0.01,0.01,0.0445,0.00454,4.54,0.589,0.589,2.62,0.2672,267.2,2.179,2.179,55.35,5.535,0.575,0.575,14.61,1.461,Factory Option,Passivate per ASTM A967,0.00048,0.087,0.087,2.21,0.221,Random,0.011,0.011,0.28,0.028
EI 011C 05 S316,EI 011C 05 S316,EI011C05S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.109,0.109,2.77,0.277,0.005,0.005,0.13,0.013,0.75,0.75,19.05,1.905,0.02,0.02,0.51,0.051,0.375,0.375,0.066,0.66,0.0067,0.067,6.7,67,0.037,0.037,0.0065,0.065,0.00066,0.0066,0.66,6.6,0.087,0.087,2.21,0.221,REF,Reference,Reference,Reference,51.295,51.3,0.011,0.011,0.28,0.028,Standard Loops,0.054,0.054,0.24,0.0245,24.5,0.01,0.01,0.0445,0.00454,4.54,0.441,0.441,1.962,0.2,200,1.782,1.782,45.26,4.526,0.575,0.575,14.61,1.461,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00048,0.087,0.087,2.21,0.221,Random,0.011,0.011,0.28,0.028
EI 011C 06 M,EI 011C 06 M,EI011C06M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.109,0.109,2.77,0.277,0.005,0.005,0.13,0.013,0.875,0.875,22.23,2.223,0.02,0.02,0.51,0.051,0.368,0.368,0.064,0.64,0.0066,0.066,6.6,66,0.036,0.036,0.0063,0.063,0.00064,0.0064,0.64,6.4,0.087,0.087,2.21,0.221,REF,Reference,Reference,Reference,62.659,62.7,0.011,0.011,0.28,0.028,Standard Loops,0.065,0.065,0.289,0.0295,29.5,0.013,0.013,0.0578,0.0059,5.9,0.703,0.703,3.127,0.3189,318.9,2.608,2.608,66.24,6.624,0.7,0.7,17.78,1.778,Factory Option,Pre-coated with Tin,0.00057,0.087,0.087,2.21,0.221,Random,0.011,0.011,0.28,0.028
EI 011C 06 S,EI 011C 06 S,EI011C06S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.109,0.109,2.77,0.277,0.005,0.005,0.13,0.013,0.875,0.875,22.23,2.223,0.02,0.02,0.51,0.051,0.307,0.307,0.054,0.54,0.0055,0.055,5.5,55,0.03,0.03,0.0053,0.053,0.00054,0.0054,0.54,5.4,0.087,0.087,2.21,0.221,REF,Reference,Reference,Reference,62.659,62.7,0.011,0.011,0.28,0.028,Standard Loops,0.054,0.054,0.24,0.0245,24.5,0.01,0.01,0.0445,0.00454,4.54,0.589,0.589,2.62,0.2672,267.2,2.62,2.62,66.55,6.655,0.7,0.7,17.78,1.778,Factory Option,Passivate per ASTM A967,0.00058,0.087,0.087,2.21,0.221,Random,0.011,0.011,0.28,0.028
EI 011C 06 S316,EI 011C 06 S316,EI011C06S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.109,0.109,2.77,0.277,0.005,0.005,0.13,0.013,0.875,0.875,22.23,2.223,0.02,0.02,0.51,0.051,0.307,0.307,0.054,0.54,0.0055,0.055,5.5,55,0.03,0.03,0.0053,0.053,0.00054,0.0054,0.54,5.4,0.087,0.087,2.21,0.221,REF,Reference,Reference,Reference,62.659,62.7,0.011,0.011,0.28,0.028,Standard Loops,0.054,0.054,0.24,0.0245,24.5,0.01,0.01,0.0445,0.00454,4.54,0.441,0.441,1.962,0.2,200,2.135,2.135,54.23,5.423,0.7,0.7,17.78,1.778,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00058,0.087,0.087,2.21,0.221,Random,0.011,0.011,0.28,0.028
EI 011C 07 M,EI 011C 07 M,EI011C07M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.109,0.109,2.77,0.277,0.005,0.005,0.13,0.013,1,1,25.4,2.54,0.02,0.02,0.51,0.051,0.312,0.312,0.055,0.55,0.0056,0.056,5.6,56,0.031,0.031,0.0054,0.054,0.00055,0.0055,0.55,5.5,0.087,0.087,2.21,0.221,REF,Reference,Reference,Reference,74.023,74,0.011,0.011,0.28,0.028,Standard Loops,0.065,0.065,0.289,0.0295,29.5,0.013,0.013,0.0578,0.0059,5.9,0.703,0.703,3.127,0.3189,318.9,3.047,3.047,77.39,7.739,0.825,0.825,20.96,2.096,Factory Option,Pre-coated with Tin,0.00067,0.087,0.087,2.21,0.221,Random,0.011,0.011,0.28,0.028
EI 011C 07 S,EI 011C 07 S,EI011C07S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.109,0.109,2.77,0.277,0.005,0.005,0.13,0.013,1,1,25.4,2.54,0.02,0.02,0.51,0.051,0.26,0.26,0.046,0.46,0.0046,0.046,4.6,46,0.025,0.025,0.0044,0.044,0.00045,0.0045,0.45,4.5,0.087,0.087,2.21,0.221,REF,Reference,Reference,Reference,74.023,74,0.011,0.011,0.28,0.028,Standard Loops,0.054,0.054,0.24,0.0245,24.5,0.01,0.01,0.0445,0.00454,4.54,0.589,0.589,2.62,0.2672,267.2,3.061,3.061,77.75,7.775,0.825,0.825,20.96,2.096,Factory Option,Passivate per ASTM A967,0.00068,0.087,0.087,2.21,0.221,Random,0.011,0.011,0.28,0.028
