title,model,field_published_stock_code,field_product_type,field_spring_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_revision,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm,field_outside_dia_cm,field_out_dia_tol_bld_spc_in,field_out_dia_tol_in,field_out_dia_tol_mm,field_out_dia_tol_cm,field_hole_dia_bd_spe_in,field_hole_dia_in,field_hole_dia_mm,field_hole_dia_cm,field_rod_dia_bd_spe_in,field_rod_dia_in,field_rod_dia_mm,field_rod_dia_cm,field_rod_dia_tole_bd_spe_in,field_rod_dia_tole_in,field_rod_dia_tole_mm,field_rod_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_solid_height_bd_spe_in,field_solid_height_in,field_solid_height_mm,field_solid_height_cm,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_material,field_material_short_description,field_load_at_solid_height_bd_lb,field_load_at_solid_height_lb,field_load_at_solid_height_n,field_load_at_solid_height_kg,field_load_at_solid_height_gm,field_end,field_direction_of_wind,field_active_coils_bd_spe,field_active_coils,field_active_coils_tole_bd_spe,field_active_coils_tole,field_total_coils_bd_spe,field_total_coils,field_finish,field_product_series,field_material_specification,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_color,field_weight_per_item_lb
LW 125 12 0300S,LW 125 12 0300S,LW125120300S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.219,1.219,30.96,3.096,Reference,Reference,Reference,Reference,1.25,1.25,31.75,3.175,1,1,25.4,2.54,MIN,MIN,MIN,MIN,0.3,0.3,7.62,0.762,0.06,0.06,1.52,0.152,56,56,9.807,98.07,1,10,1000.05,10000.5,14,14,2.4519,24.519,0.25001,2.5001,250.012,2500.12,0.048,0.048,1.22,0.122,0.012,0.012,0.3,0.03,Stainless Steel Type 17-7 PH,17-7,14.112,14.112,62.77,6.401,6401.2,Plain (End Turn is Wavy),Factory Option,3,3,Reference,Reference,3,3,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,1.031,1.031,26.19,2.619,Reference,Reference,Reference,Reference,,0.005346
LW 125 12 0400S,LW 125 12 0400S,LW125120400S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.219,1.219,30.96,3.096,Reference,Reference,Reference,Reference,1.25,1.25,31.75,3.175,1,1,25.4,2.54,MIN,MIN,MIN,MIN,0.4,0.4,10.16,1.016,0.06,0.06,1.52,0.152,42,42,7.356,73.56,0.75,7.5,750.04,7500.4,10.5,10.5,1.8389,18.389,0.18751,1.8751,187.509,1875.09,0.06,0.06,1.52,0.152,0.012,0.012,0.3,0.03,Stainless Steel Type 17-7 PH,17-7,14.28,14.28,63.52,6.477,6477.41,Plain (End Turn is Wavy),Factory Option,4,4,Reference,Reference,4,4,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,1.031,1.031,26.19,2.619,Reference,Reference,Reference,Reference,,0.005234
LW 125 12 0500S,LW 125 12 0500S,LW125120500S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.219,1.219,30.96,3.096,Reference,Reference,Reference,Reference,1.25,1.25,31.75,3.175,1,1,25.4,2.54,MIN,MIN,MIN,MIN,0.5,0.5,12.7,1.27,0.06,0.06,1.52,0.152,34,34,5.955,59.55,0.6072,6.072,607.17,6071.7,8.5,8.5,1.4886,14.886,0.15179,1.5179,151.793,1517.93,0.072,0.072,1.83,0.183,0.012,0.012,0.3,0.03,Stainless Steel Type 17-7 PH,17-7,14.552,14.552,64.73,6.601,6600.79,Plain (End Turn is Wavy),Factory Option,5,5,Reference,Reference,5,5,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,1.031,1.031,26.19,2.619,Reference,Reference,Reference,Reference,,0.00891
LW 125 12 0600S,LW 125 12 0600S,LW125120600S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.219,1.219,30.96,3.096,Reference,Reference,Reference,Reference,1.25,1.25,31.75,3.175,1,1,25.4,2.54,MIN,MIN,MIN,MIN,0.6,0.6,15.24,1.524,0.09,0.09,2.29,0.229,28,28,4.904,49.04,0.5,5,500.02,5000.2,7,7,1.2259,12.259,0.12501,1.2501,125.006,1250.06,0.084,0.084,2.13,0.213,0.012,0.012,0.3,0.03,Stainless Steel Type 17-7 PH,17-7,14.448,14.448,64.27,6.554,6553.61,Plain (End Turn is Wavy),Factory Option,6,6,Reference,Reference,6,6,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,1.031,1.031,26.19,2.619,Reference,Reference,Reference,Reference,,0.007851
LW 125 12 0700S,LW 125 12 0700S,LW125120700S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.219,1.219,30.96,3.096,Reference,Reference,Reference,Reference,1.25,1.25,31.75,3.175,1,1,25.4,2.54,MIN,MIN,MIN,MIN,0.7,0.7,17.78,1.778,0.09,0.09,2.29,0.229,24,24,4.203,42.03,0.4286,4.286,428.59,4285.9,6,6,1.0508,10.508,0.10715,1.0715,107.148,1071.48,0.096,0.096,2.44,0.244,0.012,0.012,0.3,0.03,Stainless Steel Type 17-7 PH,17-7,14.496,14.496,64.48,6.575,6575.39,Plain (End Turn is Wavy),Factory Option,7,7,Reference,Reference,7,7,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,1.031,1.031,26.19,2.619,Reference,Reference,Reference,Reference,,0.01039
LW 125 12 0800S,LW 125 12 0800S,LW125120800S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.219,1.219,30.96,3.096,Reference,Reference,Reference,Reference,1.25,1.25,31.75,3.175,1,1,25.4,2.54,MIN,MIN,MIN,MIN,0.8,0.8,20.32,2.032,0.12,0.12,3.05,0.305,21,21,3.678,36.78,0.375,3.75,375.02,3750.2,5.25,5.25,0.9194,9.194,0.09375,0.9375,93.755,937.55,0.108,0.108,2.74,0.274,0.012,0.012,0.3,0.03,Stainless Steel Type 17-7 PH,17-7,14.532,14.532,64.64,6.592,6591.72,Plain (End Turn is Wavy),Factory Option,8,8,Reference,Reference,8,8,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,1.031,1.031,26.19,2.619,Reference,Reference,Reference,Reference,,0.010468
LW 125 12 1000S,LW 125 12 1000S,LW125121000S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.219,1.219,30.96,3.096,Reference,Reference,Reference,Reference,1.25,1.25,31.75,3.175,1,1,25.4,2.54,MIN,MIN,MIN,MIN,1,1,25.4,2.54,0.12,0.12,3.05,0.305,17,17,2.977,29.77,0.3036,3.036,303.59,3035.9,4.25,4.25,0.7443,7.443,0.0759,0.759,75.897,758.97,0.132,0.132,3.35,0.335,0.012,0.012,0.3,0.03,Stainless Steel Type 17-7 PH,17-7,14.756,14.756,65.64,6.693,6693.32,Plain (End Turn is Wavy),Factory Option,10,10,Reference,Reference,10,10,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,1.031,1.031,26.19,2.619,Reference,Reference,Reference,Reference,,0.014843
LW 125 12 1300S,LW 125 12 1300S,LW125121300S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.219,1.219,30.96,3.096,Reference,Reference,Reference,Reference,1.25,1.25,31.75,3.175,1,1,25.4,2.54,MIN,MIN,MIN,MIN,1.3,1.3,33.02,3.302,0.18,0.18,4.57,0.457,13,13,2.277,22.77,0.2322,2.322,232.15,2321.5,3.25,3.25,0.5692,5.692,0.05804,0.5804,58.039,580.39,0.168,0.168,4.27,0.427,0.012,0.012,0.3,0.03,Stainless Steel Type 17-7 PH,17-7,14.716,14.716,65.46,6.675,6675.18,Plain (End Turn is Wavy),Factory Option,13,13,Reference,Reference,13,13,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,1.031,1.031,26.19,2.619,Reference,Reference,Reference,Reference,,0.019296
LW 125 12 1600S,LW 125 12 1600S,LW125121600S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.219,1.219,30.96,3.096,Reference,Reference,Reference,Reference,1.25,1.25,31.75,3.175,1,1,25.4,2.54,MIN,MIN,MIN,MIN,1.6,1.6,40.64,4.064,0.21,0.21,5.33,0.533,11,11,1.926,19.26,0.1964,1.964,196.44,1964.4,2.75,2.75,0.4816,4.816,0.04911,0.4911,49.11,491.1,0.204,0.204,5.18,0.518,0.012,0.012,0.3,0.03,Stainless Steel Type 17-7 PH,17-7,15.356,15.356,68.31,6.965,6965.48,Plain (End Turn is Wavy),Factory Option,16,16,Reference,Reference,16,16,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,1.031,1.031,26.19,2.619,Reference,Reference,Reference,Reference,,0.023749
LW 125 12 2000S,LW 125 12 2000S,LW125122000S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.219,1.219,30.96,3.096,Reference,Reference,Reference,Reference,1.25,1.25,31.75,3.175,1,1,25.4,2.54,MIN,MIN,MIN,MIN,2,2,50.8,5.08,0.25,0.25,6.35,0.635,9,9,1.576,15.76,0.1607,1.607,160.72,1607.2,2.25,2.25,0.394,3.94,0.04018,0.4018,40.181,401.81,0.252,0.252,6.4,0.64,0.012,0.012,0.3,0.03,Stainless Steel Type 17-7 PH,17-7,15.732,15.732,69.98,7.136,7136.04,Plain (End Turn is Wavy),Factory Option,20,20,Reference,Reference,20,20,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,1.031,1.031,26.19,2.619,Reference,Reference,Reference,Reference,,0.029686
LW 125 20 0300S,LW 125 20 0300S,LW125200300S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.219,1.219,30.96,3.096,Reference,Reference,Reference,Reference,1.25,1.25,31.75,3.175,1,1,25.4,2.54,MIN,MIN,MIN,MIN,0.3,0.3,7.62,0.762,0.06,0.06,1.52,0.152,114,114,19.965,199.65,2.0358,20.358,2035.81,20358.1,28.5,28.5,4.9913,49.913,0.50895,5.0895,508.953,5089.53,0.06,0.06,1.52,0.152,0.015,0.015,0.38,0.038,Stainless Steel Type 17-7 PH,17-7,27.36,27.36,121.7,12.41,12410.5,Plain (End Turn is Wavy),Factory Option,3,3,Reference,Reference,3,3,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,1.031,1.031,26.19,2.619,Reference,Reference,Reference,Reference,,0.006683
LW 125 20 0400S,LW 125 20 0400S,LW125200400S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.219,1.219,30.96,3.096,Reference,Reference,Reference,Reference,1.25,1.25,31.75,3.175,1,1,25.4,2.54,MIN,MIN,MIN,MIN,0.4,0.4,10.16,1.016,0.06,0.06,1.52,0.152,85,85,14.886,148.86,1.5179,15.179,1517.93,15179.3,21.25,21.25,3.7216,37.216,0.37948,3.7948,379.483,3794.83,0.075,0.075,1.91,0.191,0.015,0.015,0.38,0.038,Stainless Steel Type 17-7 PH,17-7,27.625,27.625,122.88,12.531,12530.7,Plain (End Turn is Wavy),Factory Option,4,4,Reference,Reference,4,4,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,1.031,1.031,26.19,2.619,Reference,Reference,Reference,Reference,,0.007421
LW 125 20 0500S,LW 125 20 0500S,LW125200500S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.219,1.219,30.96,3.096,Reference,Reference,Reference,Reference,1.25,1.25,31.75,3.175,1,1,25.4,2.54,MIN,MIN,MIN,MIN,0.5,0.5,12.7,1.27,0.06,0.06,1.52,0.152,70,70,12.259,122.59,1.2501,12.501,1250.06,12500.6,17.5,17.5,3.0648,30.648,0.31252,3.1252,312.515,3125.15,0.09,0.09,2.29,0.229,0.015,0.015,0.38,0.038,Stainless Steel Type 17-7 PH,17-7,28.7,28.7,127.66,13.018,13018.32,Plain (End Turn is Wavy),Factory Option,5,5,Reference,Reference,5,5,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,1.031,1.031,26.19,2.619,Reference,Reference,Reference,Reference,,0.008178
LW 125 20 0600S,LW 125 20 0600S,LW125200600S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.219,1.219,30.96,3.096,Reference,Reference,Reference,Reference,1.25,1.25,31.75,3.175,1,1,25.4,2.54,MIN,MIN,MIN,MIN,0.6,0.6,15.24,1.524,0.09,0.09,2.29,0.229,58,58,10.158,101.58,1.0358,10.358,1035.76,10357.6,14.5,14.5,2.5394,25.394,0.25894,2.5894,258.941,2589.41,0.105,0.105,2.67,0.267,0.015,0.015,0.38,0.038,Stainless Steel Type 17-7 PH,17-7,28.71,28.71,127.71,13.023,13022.86,Plain (End Turn is Wavy),Factory Option,6,6,Reference,Reference,6,6,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,1.031,1.031,26.19,2.619,Reference,Reference,Reference,Reference,,0.011132
LW 125 20 0700S,LW 125 20 0700S,LW125200700S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.219,1.219,30.96,3.096,Reference,Reference,Reference,Reference,1.25,1.25,31.75,3.175,1,1,25.4,2.54,MIN,MIN,MIN,MIN,0.7,0.7,17.78,1.778,0.09,0.09,2.29,0.229,50,50,8.757,87.57,0.8929,8.929,892.9,8929,12.5,12.5,2.1892,21.892,0.22323,2.2323,223.225,2232.25,0.12,0.12,3.05,0.305,0.015,0.015,0.38,0.038,Stainless Steel Type 17-7 PH,17-7,29,29,129,13.154,13154.4,Plain (End Turn is Wavy),Factory Option,7,7,Reference,Reference,7,7,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,1.031,1.031,26.19,2.619,Reference,Reference,Reference,Reference,,0.015593
LW 125 20 0800S,LW 125 20 0800S,LW125200800S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.219,1.219,30.96,3.096,Reference,Reference,Reference,Reference,1.25,1.25,31.75,3.175,1,1,25.4,2.54,MIN,MIN,MIN,MIN,0.8,0.8,20.32,2.032,0.12,0.12,3.05,0.305,44,44,7.706,77.06,0.7858,7.858,785.75,7857.5,11,11,1.9265,19.265,0.19644,1.9644,196.438,1964.38,0.135,0.135,3.43,0.343,0.015,0.015,0.38,0.038,Stainless Steel Type 17-7 PH,17-7,29.26,29.26,130.15,13.272,13272.34,Plain (End Turn is Wavy),Factory Option,8,8,Reference,Reference,8,8,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,1.031,1.031,26.19,2.619,Reference,Reference,Reference,Reference,,0.014843
LW 125 20 1000S,LW 125 20 1000S,LW125201000S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.219,1.219,30.96,3.096,Reference,Reference,Reference,Reference,1.25,1.25,31.75,3.175,1,1,25.4,2.54,MIN,MIN,MIN,MIN,1,1,25.4,2.54,0.12,0.12,3.05,0.305,35,35,6.13,61.3,0.625,6.25,625.03,6250.3,8.75,8.75,1.5324,15.324,0.15626,1.5626,156.258,1562.58,0.165,0.165,4.19,0.419,0.015,0.015,0.38,0.038,Stainless Steel Type 17-7 PH,17-7,29.225,29.225,130,13.256,13256.46,Plain (End Turn is Wavy),Factory Option,10,10,Reference,Reference,10,10,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,1.031,1.031,26.19,2.619,Reference,Reference,Reference,Reference,,0.016355
LW 125 20 1300S,LW 125 20 1300S,LW125201300S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.219,1.219,30.96,3.096,Reference,Reference,Reference,Reference,1.25,1.25,31.75,3.175,1,1,25.4,2.54,MIN,MIN,MIN,MIN,1.3,1.3,33.02,3.302,0.18,0.18,4.57,0.457,28,28,4.904,49.04,0.5,5,500.02,5000.2,7,7,1.2259,12.259,0.12501,1.2501,125.006,1250.06,0.21,0.21,5.33,0.533,0.015,0.015,0.38,0.038,Stainless Steel Type 17-7 PH,17-7,30.52,30.52,135.76,13.844,13843.87,Plain (End Turn is Wavy),Factory Option,13,13,Reference,Reference,13,13,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,1.031,1.031,26.19,2.619,Reference,Reference,Reference,Reference,,0.02412
LW 125 20 1600S,LW 125 20 1600S,LW125201600S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.219,1.219,30.96,3.096,Reference,Reference,Reference,Reference,1.25,1.25,31.75,3.175,1,1,25.4,2.54,MIN,MIN,MIN,MIN,1.6,1.6,40.64,4.064,0.21,0.21,5.33,0.533,22,22,3.853,38.53,0.3929,3.929,392.88,3928.8,5.5,5.5,0.9632,9.632,0.09822,0.9822,98.219,982.19,0.255,0.255,6.48,0.648,0.015,0.015,0.38,0.038,Stainless Steel Type 17-7 PH,17-7,29.59,29.59,131.62,13.422,13422.02,Plain (End Turn is Wavy),Factory Option,16,16,Reference,Reference,16,16,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,1.031,1.031,26.19,2.619,Reference,Reference,Reference,Reference,,0.035641
LW 125 20 2000S,LW 125 20 2000S,LW125202000S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.219,1.219,30.96,3.096,Reference,Reference,Reference,Reference,1.25,1.25,31.75,3.175,1,1,25.4,2.54,MIN,MIN,MIN,MIN,2,2,50.8,5.08,0.25,0.25,6.35,0.635,18,18,3.152,31.52,0.3214,3.214,321.44,3214.4,4.5,4.5,0.7881,7.881,0.08036,0.8036,80.361,803.61,0.315,0.315,8,0.8,0.015,0.015,0.38,0.038,Stainless Steel Type 17-7 PH,17-7,30.33,30.33,134.91,13.758,13757.69,Plain (End Turn is Wavy),Factory Option,20,20,Reference,Reference,20,20,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,1.031,1.031,26.19,2.619,Reference,Reference,Reference,Reference,,0.037107
LW 125 30 0300S,LW 125 30 0300S,LW125300300S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.219,1.219,30.96,3.096,Reference,Reference,Reference,Reference,1.25,1.25,31.75,3.175,1,1,25.4,2.54,MIN,MIN,MIN,MIN,0.3,0.3,7.62,0.762,0.06,0.06,1.52,0.152,210,210,36.778,367.78,3.7502,37.502,3750.18,37501.8,52.5,52.5,9.1945,91.945,0.93755,9.3755,937.545,9375.45,0.076,0.076,1.93,0.193,0.019,0.019,0.48,0.048,Stainless Steel Type 17-7 PH,17-7,47.04,47.04,209.24,21.337,21337.34,Plain (End Turn is Wavy),Factory Option,3,3,Reference,Reference,3,3,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,1.031,1.031,26.19,2.619,Reference,Reference,Reference,Reference,,0.008465
LW 125 30 0400S,LW 125 30 0400S,LW125300400S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.219,1.219,30.96,3.096,Reference,Reference,Reference,Reference,1.25,1.25,31.75,3.175,1,1,25.4,2.54,MIN,MIN,MIN,MIN,0.4,0.4,10.16,1.016,0.06,0.06,1.52,0.152,158,158,27.671,276.71,2.8216,28.216,2821.56,28215.6,39.5,39.5,6.9178,69.178,0.70539,7.0539,705.391,7053.91,0.095,0.095,2.41,0.241,0.019,0.019,0.48,0.048,Stainless Steel Type 17-7 PH,17-7,48.19,48.19,214.36,21.859,21858.98,Plain (End Turn is Wavy),Factory Option,4,4,Reference,Reference,4,4,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,1.031,1.031,26.19,2.619,Reference,Reference,Reference,Reference,,0.008286
LW 125 30 0500S,LW 125 30 0500S,LW125300500S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.219,1.219,30.96,3.096,Reference,Reference,Reference,Reference,1.25,1.25,31.75,3.175,1,1,25.4,2.54,MIN,MIN,MIN,MIN,0.5,0.5,12.7,1.27,0.06,0.06,1.52,0.152,132,132,23.118,231.18,2.3573,23.573,2357.26,23572.6,33,33,5.7794,57.794,0.58931,5.8931,589.314,5893.14,0.114,0.114,2.9,0.29,0.019,0.019,0.48,0.048,Stainless Steel Type 17-7 PH,17-7,50.952,50.952,226.65,23.112,23111.83,Plain (End Turn is Wavy),Factory Option,5,5,Reference,Reference,5,5,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,1.031,1.031,26.19,2.619,Reference,Reference,Reference,Reference,,0.014108
LW 125 30 0600S,LW 125 30 0600S,LW125300600S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.219,1.219,30.96,3.096,Reference,Reference,Reference,Reference,1.25,1.25,31.75,3.175,1,1,25.4,2.54,MIN,MIN,MIN,MIN,0.6,0.6,15.24,1.524,0.09,0.09,2.29,0.229,107,107,18.739,187.39,1.9108,19.108,1910.81,19108.1,26.75,26.75,4.6848,46.848,0.4777,4.777,477.702,4777.02,0.133,0.133,3.38,0.338,0.019,0.019,0.48,0.048,Stainless Steel Type 17-7 PH,17-7,49.969,49.969,222.27,22.666,22665.94,Plain (End Turn is Wavy),Factory Option,6,6,Reference,Reference,6,6,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,1.031,1.031,26.19,2.619,Reference,Reference,Reference,Reference,,0.014101
LW 125 30 0700S,LW 125 30 0700S,LW125300700S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.219,1.219,30.96,3.096,Reference,Reference,Reference,Reference,1.25,1.25,31.75,3.175,1,1,25.4,2.54,MIN,MIN,MIN,MIN,0.7,0.7,17.78,1.778,0.09,0.09,2.29,0.229,95,95,16.638,166.38,1.6965,16.965,1696.51,16965.1,23.75,23.75,4.1594,41.594,0.42413,4.2413,424.128,4241.28,0.152,0.152,3.86,0.386,0.019,0.019,0.48,0.048,Stainless Steel Type 17-7 PH,17-7,52.06,52.06,231.57,23.614,23614.42,Plain (End Turn is Wavy),Factory Option,7,7,Reference,Reference,7,7,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,1.031,1.031,26.19,2.619,Reference,Reference,Reference,Reference,,0.014501
LW 125 30 0800S,LW 125 30 0800S,LW125300800S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.219,1.219,30.96,3.096,Reference,Reference,Reference,Reference,1.25,1.25,31.75,3.175,1,1,25.4,2.54,MIN,MIN,MIN,MIN,0.8,0.8,20.32,2.032,0.12,0.12,3.05,0.305,82,82,14.361,143.61,1.4644,14.644,1464.36,14643.6,20.5,20.5,3.5902,35.902,0.36609,3.6609,366.089,3660.89,0.171,0.171,4.34,0.434,0.019,0.019,0.48,0.048,Stainless Steel Type 17-7 PH,17-7,51.578,51.578,229.43,23.396,23395.78,Plain (End Turn is Wavy),Factory Option,8,8,Reference,Reference,8,8,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,1.031,1.031,26.19,2.619,Reference,Reference,Reference,Reference,,0.018801
LW 125 30 1000S,LW 125 30 1000S,LW125301000S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.219,1.219,30.96,3.096,Reference,Reference,Reference,Reference,1.25,1.25,31.75,3.175,1,1,25.4,2.54,MIN,MIN,MIN,MIN,1,1,25.4,2.54,0.12,0.12,3.05,0.305,65,65,11.384,113.84,1.1608,11.608,1160.77,11607.7,16.25,16.25,2.8459,28.459,0.29019,2.9019,290.193,2901.93,0.209,0.209,5.31,0.531,0.019,0.019,0.48,0.048,Stainless Steel Type 17-7 PH,17-7,51.415,51.415,228.71,23.322,23321.84,Plain (End Turn is Wavy),Factory Option,10,10,Reference,Reference,10,10,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,1.031,1.031,26.19,2.619,Reference,Reference,Reference,Reference,,0.023501
LW 125 30 1300S,LW 125 30 1300S,LW125301300S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.219,1.219,30.96,3.096,Reference,Reference,Reference,Reference,1.25,1.25,31.75,3.175,1,1,25.4,2.54,MIN,MIN,MIN,MIN,1.3,1.3,33.02,3.302,0.18,0.18,4.57,0.457,51,51,8.932,89.32,0.9108,9.108,910.76,9107.6,12.75,12.75,2.2329,22.329,0.22769,2.2769,227.69,2276.9,0.266,0.266,6.76,0.676,0.019,0.019,0.48,0.048,Stainless Steel Type 17-7 PH,17-7,52.734,52.734,234.57,23.92,23920.14,Plain (End Turn is Wavy),Factory Option,13,13,Reference,Reference,13,13,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,1.031,1.031,26.19,2.619,Reference,Reference,Reference,Reference,,0.030552
LW 125 30 1600S,LW 125 30 1600S,LW125301600S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.219,1.219,30.96,3.096,Reference,Reference,Reference,Reference,1.25,1.25,31.75,3.175,1,1,25.4,2.54,MIN,MIN,MIN,MIN,1.6,1.6,40.64,4.064,0.21,0.21,5.33,0.533,42,42,7.356,73.56,0.75,7.5,750.04,7500.4,10.5,10.5,1.8389,18.389,0.18751,1.8751,187.509,1875.09,0.323,0.323,8.2,0.82,0.019,0.019,0.48,0.048,Stainless Steel Type 17-7 PH,17-7,53.634,53.634,238.58,24.328,24328.38,Plain (End Turn is Wavy),Factory Option,16,16,Reference,Reference,16,16,Passivate per ASTM A967,REDUX™ Wave Series (inch),AMS 5529,1.031,1.031,26.19,2.619,Reference,Reference,Reference,Reference,,0.033146
