title,model,field_published_stock_code,field_product_type,field_product_category,field_product_series,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_revision,field_material,field_material_short_description,field_material_specification,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm,field_outside_dia_cm,field_outside_dia_tole_bd_spe_in,field_outside_dia_tole_in,field_outside_dia_tole_mm,field_outside_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_inside_dia_tole_bd_spe_in,field_inside_dia_tole_in,field_inside_dia_tole_mm,field_inside_dia_tole_cm,field_appr_num_coil_buld_spec_in,field_appr_num_coils_per_in,field_appr_num_coils_per_mm,field_appr_num_coils_per_cm,field_stiffness_build_spec_lb_in,field_stiffness_lb_in,field_stiffness_n_mm,field_stiffness_n_cm,field_stiffness_kg_mm,field_stiffness_kg_cm,field_stiffness_gm_mm,field_stiffness_gm_cm,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_initial_ten_bud_spec_lb,field_initial_tension_lb,field_initial_tension_n,field_initial_tension_kg,field_initial_tension_gm,field_initial_ten_tol_bud_spc_lb,field_initial_ten_tol_lb,field_initial_ten_tol_n,field_initial_ten_tol_kg,field_initial_ten_tol_gm,field_direction_of_wind,field_total_coils_bd_spe,field_total_coils,field_finish,field_weight_per_item_lb
LEC055G 12 S,LEC055G 12 S,LEC055G12S,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Stainless Steel,SS,ASTM A313,0.75,0.75,19.05,1.905,+/-0.015,+/-0.015,+/-0.38,+/-0.038,12,12,305,30.5,+/-0.24,+/-0.24,+/-6,+/-0.6,0.3152,0.315,0.0552,0.552,0.00563,0.0563,5.63,56.3,+/-0.032,+/-0.032,+/-0.0056,+/-0.056,+/-0.00057,+/-0.0057,+/-0.571,+/-5.71,0.64,0.64,16.26,1.626,Reference,Reference,Reference,Reference,18.182,18.1,0.7,7.2,34.073,34.1,194.6,1946,0.608,6.08,608,6080,0.055,0.055,1.4,0.14,0.6664,0.67,2.96,0.302,302,+/-0.133,+/-0.133,+/-0.592,+/-0.06,+/-60,Right Hand,217.1818,217,Natural,0.346127
LEC055G 24 M,LEC055G 24 M,LEC055G24M,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Music Wire,MW,ASTM A228,0.75,0.75,19.05,1.905,+/-0.015,+/-0.015,+/-0.38,+/-0.038,24,24,610,61,+/-0.480,+/-0.480,+/-12,+/-1.2,0.3782,0.378,0.06624,0.6624,0.00675,0.0675,6.75,67.5,+/-0.038,+/-0.038,+/-0.00666,+/-0.0666,+/-0.00068,+/-0.0068,+/-0.679,+/-6.79,0.64,0.64,16.26,1.626,Reference,Reference,Reference,Reference,18.182,18.1,0.7,7.2,40.887,40.9,233.5,2335,0.73,7.3,730,7300,0.055,0.055,1.4,0.14,0.8,0.8,3.56,0.363,363,+/-0.16,+/-0.16,+/-0.712,+/-0.073,+/-73,Right Hand,435.3636,435,Light Oil Coat,0.677765
LEC055G 24 S,LEC055G 24 S,LEC055G24S,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Stainless Steel,SS,ASTM A313,0.75,0.75,19.05,1.905,+/-0.015,+/-0.015,+/-0.38,+/-0.038,24,24,610,61,+/-0.480,+/-0.480,+/-12,+/-1.2,0.3152,0.315,0.0552,0.552,0.00563,0.0563,5.63,56.3,+/-0.032,+/-0.032,+/-0.0056,+/-0.056,+/-0.00057,+/-0.0057,+/-0.571,+/-5.71,0.64,0.64,16.26,1.626,Reference,Reference,Reference,Reference,18.182,18.1,0.7,7.2,34.073,34.1,194.6,1946,0.608,6.08,608,6080,0.055,0.055,1.4,0.14,0.6664,0.67,2.96,0.302,302,+/-0.133,+/-0.133,+/-0.592,+/-0.06,+/-60,Right Hand,435.3636,435,Natural,0.690675
LEC055G 36 M,LEC055G 36 M,LEC055G36M,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Music Wire,MW,ASTM A228,0.75,0.75,19.05,1.905,+/-0.015,+/-0.015,+/-0.38,+/-0.038,36,36,914,91.4,+/-0.720,+/-0.720,+/-18,+/-1.8,0.3782,0.378,0.06624,0.6624,0.00675,0.0675,6.75,67.5,+/-0.038,+/-0.038,+/-0.00666,+/-0.0666,+/-0.00068,+/-0.0068,+/-0.679,+/-6.79,0.64,0.64,16.26,1.626,Reference,Reference,Reference,Reference,18.182,18.1,0.7,7.2,40.887,40.9,233.5,2335,0.73,7.3,730,7300,0.055,0.055,1.4,0.14,0.8,0.8,3.56,0.363,363,+/-0.16,+/-0.16,+/-0.712,+/-0.073,+/-73,Right Hand,653.5454,654,Light Oil Coat,1.015873
LEC055G 36 S,LEC055G 36 S,LEC055G36S,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Stainless Steel,SS,ASTM A313,0.75,0.75,19.05,1.905,+/-0.015,+/-0.015,+/-0.38,+/-0.038,36,36,914,91.4,+/-0.720,+/-0.720,+/-18,+/-1.8,0.3152,0.315,0.0552,0.552,0.00563,0.0563,5.63,56.3,+/-0.032,+/-0.032,+/-0.0056,+/-0.056,+/-0.00057,+/-0.0057,+/-0.571,+/-5.71,0.64,0.64,16.26,1.626,Reference,Reference,Reference,Reference,18.182,18.1,0.7,7.2,34.073,34.1,194.6,1946,0.608,6.08,608,6080,0.055,0.055,1.4,0.14,0.6664,0.67,2.96,0.302,302,+/-0.133,+/-0.133,+/-0.592,+/-0.06,+/-60,Right Hand,653.5454,654,Natural,1.035223
LEC058D 12 M,LEC058D 12 M,LEC058D12M,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Music Wire,MW,ASTM A228,0.375,0.375,9.53,0.953,+/-0.01,+/-0.01,+/-0.25,+/-0.025,12,12,305,30.5,+/-0.24,+/-0.24,+/-6,+/-0.6,5.2014,5.201,0.91094,9.1094,0.09289,0.9289,92.89,928.9,+/-0.52,+/-0.52,+/-0.09107,+/-0.9107,+/-0.00929,+/-0.0929,+/-9.286,+/-92.86,0.259,0.259,6.58,0.658,Reference,Reference,Reference,Reference,17.241,17.2,0.7,6.8,532.875,532.9,3042.7,30427,9.516,95.16,9516,95160,0.058,0.058,1.47,0.147,2.5,2.5,11.12,1.134,1134,+/-0.5,+/-0.5,+/-2.224,+/-0.227,+/-227,Right Hand,205.8965,206,Light Oil Coat,0.163414
LEC058D 12 S,LEC058D 12 S,LEC058D12S,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Stainless Steel,SS,ASTM A313,0.375,0.375,9.53,0.953,+/-0.01,+/-0.01,+/-0.25,+/-0.025,12,12,305,30.5,+/-0.24,+/-0.24,+/-6,+/-0.6,4.3345,4.335,0.75911,7.5911,0.07741,0.7741,77.41,774.1,+/-0.433,+/-0.433,+/-0.07583,+/-0.7583,+/-0.00773,+/-0.0773,+/-7.733,+/-77.33,0.259,0.259,6.58,0.658,Reference,Reference,Reference,Reference,17.241,17.2,0.7,6.8,444.063,444.1,2535.6,25356,7.93,79.3,7930,79300,0.058,0.058,1.47,0.147,2.0825,2.08,9.26,0.945,945,+/-0.416,+/-0.416,+/-1.85,+/-0.189,+/-189,Right Hand,205.8965,206,Natural,0.166527
LEC058D 24 M,LEC058D 24 M,LEC058D24M,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Music Wire,MW,ASTM A228,0.375,0.375,9.53,0.953,+/-0.01,+/-0.01,+/-0.25,+/-0.025,24,24,610,61,+/-0.480,+/-0.480,+/-12,+/-1.2,5.2014,5.201,0.91094,9.1094,0.09289,0.9289,92.89,928.9,+/-0.52,+/-0.52,+/-0.09107,+/-0.9107,+/-0.00929,+/-0.0929,+/-9.286,+/-92.86,0.259,0.259,6.58,0.658,Reference,Reference,Reference,Reference,17.241,17.2,0.7,6.8,532.875,532.9,3042.7,30427,9.516,95.16,9516,95160,0.058,0.058,1.47,0.147,2.5,2.5,11.12,1.134,1134,+/-0.5,+/-0.5,+/-2.224,+/-0.227,+/-227,Right Hand,412.7931,413,Light Oil Coat,0.326042
LEC058D 24 S,LEC058D 24 S,LEC058D24S,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Stainless Steel,SS,ASTM A313,0.375,0.375,9.53,0.953,+/-0.01,+/-0.01,+/-0.25,+/-0.025,24,24,610,61,+/-0.480,+/-0.480,+/-12,+/-1.2,4.3345,4.335,0.75911,7.5911,0.07741,0.7741,77.41,774.1,+/-0.433,+/-0.433,+/-0.07583,+/-0.7583,+/-0.00773,+/-0.0773,+/-7.733,+/-77.33,0.259,0.259,6.58,0.658,Reference,Reference,Reference,Reference,17.241,17.2,0.7,6.8,444.063,444.1,2535.6,25356,7.93,79.3,7930,79300,0.058,0.058,1.47,0.147,2.0825,2.08,9.26,0.945,945,+/-0.416,+/-0.416,+/-1.85,+/-0.189,+/-189,Right Hand,412.7931,413,Natural,0.332252
LEC058D 36 M,LEC058D 36 M,LEC058D36M,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Music Wire,MW,ASTM A228,0.375,0.375,9.53,0.953,+/-0.01,+/-0.01,+/-0.25,+/-0.025,36,36,914,91.4,+/-0.720,+/-0.720,+/-18,+/-1.8,5.2014,5.201,0.91094,9.1094,0.09289,0.9289,92.89,928.9,+/-0.52,+/-0.52,+/-0.09107,+/-0.9107,+/-0.00929,+/-0.0929,+/-9.286,+/-92.86,0.259,0.259,6.58,0.658,Reference,Reference,Reference,Reference,17.241,17.2,0.7,6.8,532.875,532.9,3042.7,30427,9.516,95.16,9516,95160,0.058,0.058,1.47,0.147,2.5,2.5,11.12,1.134,1134,+/-0.5,+/-0.5,+/-2.224,+/-0.227,+/-227,Right Hand,619.6896,620,Light Oil Coat,0.48867
LEC058D 36 S,LEC058D 36 S,LEC058D36S,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Stainless Steel,SS,ASTM A313,0.375,0.375,9.53,0.953,+/-0.01,+/-0.01,+/-0.25,+/-0.025,36,36,914,91.4,+/-0.720,+/-0.720,+/-18,+/-1.8,4.3345,4.335,0.75911,7.5911,0.07741,0.7741,77.41,774.1,+/-0.433,+/-0.433,+/-0.07583,+/-0.7583,+/-0.00773,+/-0.0773,+/-7.733,+/-77.33,0.259,0.259,6.58,0.658,Reference,Reference,Reference,Reference,17.241,17.2,0.7,6.8,444.063,444.1,2535.6,25356,7.93,79.3,7930,79300,0.058,0.058,1.47,0.147,2.0825,2.08,9.26,0.945,945,+/-0.416,+/-0.416,+/-1.85,+/-0.189,+/-189,Right Hand,619.6896,620,Natural,0.497978
LEC063E 12 M,LEC063E 12 M,LEC063E12M,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Music Wire,MW,ASTM A228,0.5,0.5,12.7,1.27,+/-0.01,+/-0.01,+/-0.25,+/-0.025,12,12,305,30.5,+/-0.24,+/-0.24,+/-6,+/-0.6,3.0045,3.005,0.52619,5.2619,0.05365,0.5365,53.65,536.5,+/-0.3,+/-0.3,+/-0.05254,+/-0.5254,+/-0.00536,+/-0.0536,+/-5.357,+/-53.57,0.374,0.374,9.5,0.95,Reference,Reference,Reference,Reference,16,16,0.6,6.3,283.145,273.3,1616.7,16167,5.056,50.56,5056,50560,0.0625,0.063,1.59,0.159,2,2,8.9,0.907,907,+/-0.4,+/-0.4,+/-1.779,+/-0.181,+/-181,Right Hand,189.4761,189,Light Oil Coat,0.244796
LEC063E 12 S,LEC063E 12 S,LEC063E12S,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Stainless Steel,SS,ASTM A313,0.5,0.5,12.7,1.27,+/-0.01,+/-0.01,+/-0.25,+/-0.025,12,12,305,30.5,+/-0.24,+/-0.24,+/-6,+/-0.6,2.5038,2.504,0.4385,4.385,0.04471,0.4471,44.71,447.1,+/-0.25,+/-0.25,+/-0.04378,+/-0.4378,+/-0.00446,+/-0.0446,+/-4.465,+/-44.65,0.374,0.374,9.5,0.95,Reference,Reference,Reference,Reference,16,16,0.6,6.3,235.954,227.8,1347.3,13473,4.214,42.14,4214,42140,0.0625,0.063,1.59,0.159,1.666,1.67,7.41,0.756,756,+/-0.333,+/-0.333,+/-1.481,+/-0.151,+/-151,Right Hand,189.4761,189,Natural,0.249458
LEC063E 24 M,LEC063E 24 M,LEC063E24M,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Music Wire,MW,ASTM A228,0.5,0.5,12.7,1.27,+/-0.01,+/-0.01,+/-0.25,+/-0.025,24,24,610,61,+/-0.480,+/-0.480,+/-12,+/-1.2,3.0045,3.005,0.52619,5.2619,0.05365,0.5365,53.65,536.5,+/-0.3,+/-0.3,+/-0.05254,+/-0.5254,+/-0.00536,+/-0.0536,+/-5.357,+/-53.57,0.374,0.374,9.5,0.95,Reference,Reference,Reference,Reference,16,16,0.6,6.3,283.145,273.3,1616.7,16167,5.056,50.56,5056,50560,0.0625,0.063,1.59,0.159,2,2,8.9,0.907,907,+/-0.4,+/-0.4,+/-1.779,+/-0.181,+/-181,Right Hand,379.9523,380,Light Oil Coat,0.488313
LEC063E 24 S,LEC063E 24 S,LEC063E24S,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Stainless Steel,SS,ASTM A313,0.5,0.5,12.7,1.27,+/-0.01,+/-0.01,+/-0.25,+/-0.025,24,24,610,61,+/-0.480,+/-0.480,+/-12,+/-1.2,2.5038,2.504,0.4385,4.385,0.04471,0.4471,44.71,447.1,+/-0.25,+/-0.25,+/-0.04378,+/-0.4378,+/-0.00446,+/-0.0446,+/-4.465,+/-44.65,0.374,0.374,9.5,0.95,Reference,Reference,Reference,Reference,16,16,0.6,6.3,235.954,227.8,1347.3,13473,4.214,42.14,4214,42140,0.0625,0.063,1.59,0.159,1.666,1.67,7.41,0.756,756,+/-0.333,+/-0.333,+/-1.481,+/-0.151,+/-151,Right Hand,379.9523,380,Natural,0.497614
LEC063E 36 M,LEC063E 36 M,LEC063E36M,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Music Wire,MW,ASTM A228,0.5,0.5,12.7,1.27,+/-0.01,+/-0.01,+/-0.25,+/-0.025,36,36,914,91.4,+/-0.720,+/-0.720,+/-18,+/-1.8,3.0045,3.005,0.52619,5.2619,0.05365,0.5365,53.65,536.5,+/-0.3,+/-0.3,+/-0.05254,+/-0.5254,+/-0.00536,+/-0.0536,+/-5.357,+/-53.57,0.374,0.374,9.5,0.95,Reference,Reference,Reference,Reference,16,16,0.6,6.3,283.145,273.3,1616.7,16167,5.056,50.56,5056,50560,0.0625,0.063,1.59,0.159,2,2,8.9,0.907,907,+/-0.4,+/-0.4,+/-1.779,+/-0.181,+/-181,Right Hand,570.4285,570,Light Oil Coat,0.73183
LEC063E 36 S,LEC063E 36 S,LEC063E36S,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Stainless Steel,SS,ASTM A313,0.5,0.5,12.7,1.27,+/-0.01,+/-0.01,+/-0.25,+/-0.025,36,36,914,91.4,+/-0.720,+/-0.720,+/-18,+/-1.8,2.5038,2.504,0.4385,4.385,0.04471,0.4471,44.71,447.1,+/-0.25,+/-0.25,+/-0.04378,+/-0.4378,+/-0.00446,+/-0.0446,+/-4.465,+/-44.65,0.374,0.374,9.5,0.95,Reference,Reference,Reference,Reference,16,16,0.6,6.3,235.954,227.8,1347.3,13473,4.214,42.14,4214,42140,0.0625,0.063,1.59,0.159,1.666,1.67,7.41,0.756,756,+/-0.333,+/-0.333,+/-1.481,+/-0.151,+/-151,Right Hand,570.4285,570,Natural,0.74577
LEC063G 12 M,LEC063G 12 M,LEC063G12M,Specialty Spring,Stock,Continuous Length Extension,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,Music Wire,MW,ASTM A228,0.75,0.75,19.05,1.905,+/-0.015,+/-0.015,+/-0.38,+/-0.038,12,12,305,30.5,+/-0.24,+/-0.24,+/-6,+/-0.6,0.7733,0.773,0.13543,1.3543,0.01381,0.1381,13.81,138.1,+/-0.077,+/-0.077,+/-0.01349,+/-0.1349,+/-0.00138,+/-0.0138,+/-1.375,+/-13.75,0.624,0.624,15.85,1.585,Reference,Reference,Reference,Reference,16,16,0.6,6.3,72.876,70.4,416.1,4161,1.301,13.01,1301,13010,0.0625,0.063,1.59,0.159,1.2,1.2,5.34,0.544,544,+/-0.24,+/-0.24,+/-1.068,+/-0.109,+/-109,Right Hand,189.4761,189,Light Oil Coat,0.384839
