title,model,field_published_stock_code,field_product_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_revision,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm,field_outside_dia_cm,field_out_dia_tol_bld_spc_in,field_out_dia_tol_in,field_out_dia_tol_mm,field_out_dia_tol_cm,field_hole_dia_bd_spe_in,field_hole_dia_in,field_hole_dia_mm,field_hole_dia_cm,field_rod_dia_bd_spe_in,field_rod_dia_in,field_rod_dia_mm,field_rod_dia_cm,field_rod_dia_tole_bd_spe_in,field_rod_dia_tole_in,field_rod_dia_tole_mm,field_rod_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_solid_height_bd_spe_in,field_solid_height_in,field_solid_height_mm,field_solid_height_cm,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_material,field_material_short_description,field_load_at_solid_height_bd_lb,field_load_at_solid_height_lb,field_load_at_solid_height_n,field_load_at_solid_height_kg,field_load_at_solid_height_gm,field_end,field_direction_of_wind,field_active_coils_bd_spe,field_active_coils,field_active_coils_tole_bd_spe,field_active_coils_tole,field_total_coils_bd_spe,field_total_coils,field_finish,field_spring_type,field_product_series,field_material_specification,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_color,field_weight_per_item_lb
LC 021AB 10S,LC 021AB 10S,LC021AB10S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.148,0.148,3.76,0.376,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.156,0.156,3.96,0.396,0.099,0.099,2.51,0.251,MIN,MIN,MIN,MIN,0.813,0.813,20.65,2.065,0.026,0.026,0.66,0.066,7.4,7.4,1.296,12.96,0.1321,1.321,132.15,1321.5,0.74,0.74,0.1296,1.296,0.01321,0.1321,13.215,132.15,0.376,0.376,9.55,0.955,0.021,0.021,0.53,0.053,Stainless Steel,SS,3.332,3.332,14.82,1.511,1511.4,Squared and Ground,Factory Option,16.0377,16.0377,Reference,Reference,18.04,18.04,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.106,0.106,2.69,0.269,Reference,Reference,Reference,Reference,,0.0007588
LC 021AB 10S316,LC 021AB 10S316,LC021AB10S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.148,0.148,3.76,0.376,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.156,0.156,3.96,0.396,0.099,0.099,2.51,0.251,MIN,MIN,MIN,MIN,0.813,0.813,20.65,2.065,0.026,0.026,0.66,0.066,7.4,7.4,1.296,12.96,0.1321,1.321,132.15,1321.5,0.74,0.74,0.1296,1.296,0.01321,0.1321,13.215,132.15,0.376,0.376,9.55,0.955,0.021,0.021,0.53,0.053,Stainless Steel Type 316,SS316,3.332,3.332,14.82,1.511,1511.4,Squared and Ground,Factory Option,16.0377,16.0377,Reference,Reference,18.04,18.04,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.106,0.106,2.69,0.269,Reference,Reference,Reference,Reference,,0.0007588
LC 021AB 11M,LC 021AB 11M,LC021AB11M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.148,0.148,3.76,0.376,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.156,0.156,3.96,0.396,0.099,0.099,2.51,0.251,MIN,MIN,MIN,MIN,0.938,0.938,23.83,2.383,0.031,0.031,0.79,0.079,7.5,7.5,1.313,13.13,0.1339,1.339,133.94,1339.4,0.75,0.75,0.1313,1.313,0.01339,0.1339,13.394,133.94,0.43,0.43,10.92,1.092,0.021,0.021,0.53,0.053,Music Wire,MW,4,4,17.79,1.814,1814.4,Squared and Ground,Factory Option,18.9887,18.9887,Reference,Reference,20.99,20.99,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.106,0.106,2.69,0.269,Reference,Reference,Reference,Reference,,0.0008664
LC 021AB 11S,LC 021AB 11S,LC021AB11S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.148,0.148,3.76,0.376,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.156,0.156,3.96,0.396,0.099,0.099,2.51,0.251,MIN,MIN,MIN,MIN,0.938,0.938,23.83,2.383,0.031,0.031,0.79,0.079,6.2,6.2,1.086,10.86,0.1107,1.107,110.72,1107.2,0.62,0.62,0.1086,1.086,0.01107,0.1107,11.072,110.72,0.43,0.43,10.92,1.092,0.021,0.021,0.53,0.053,Stainless Steel,SS,3.332,3.332,14.82,1.511,1511.4,Squared and Ground,Factory Option,19.1418,19.1418,Reference,Reference,21.14,21.14,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.106,0.106,2.69,0.269,Reference,Reference,Reference,Reference,,0.0008894
LC 021AB 11S316,LC 021AB 11S316,LC021AB11S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.148,0.148,3.76,0.376,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.156,0.156,3.96,0.396,0.099,0.099,2.51,0.251,MIN,MIN,MIN,MIN,0.938,0.938,23.83,2.383,0.031,0.031,0.79,0.079,6.2,6.2,1.086,10.86,0.1107,1.107,110.72,1107.2,0.62,0.62,0.1086,1.086,0.01107,0.1107,11.072,110.72,0.43,0.43,10.92,1.092,0.021,0.021,0.53,0.053,Stainless Steel Type 316,SS316,3.332,3.332,14.82,1.511,1511.4,Squared and Ground,Factory Option,19.1418,19.1418,Reference,Reference,21.14,21.14,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.106,0.106,2.69,0.269,Reference,Reference,Reference,Reference,,0.0008894
LC 021AB 12M,LC 021AB 12M,LC021AB12M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.148,0.148,3.76,0.376,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.156,0.156,3.96,0.396,0.099,0.099,2.51,0.251,MIN,MIN,MIN,MIN,1,1,25.4,2.54,0.033,0.033,0.84,0.084,7,7,1.226,12.26,0.125,1.25,125.01,1250.1,0.7,0.7,0.1226,1.226,0.0125,0.125,12.501,125.01,0.458,0.458,11.63,1.163,0.021,0.021,0.53,0.053,Music Wire,MW,4,4,17.79,1.814,1814.4,Squared and Ground,Factory Option,20.345,20.345,Reference,Reference,22.35,22.35,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.106,0.106,2.69,0.269,Reference,Reference,Reference,Reference,,0.0009224
LC 021AB 12S,LC 021AB 12S,LC021AB12S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.148,0.148,3.76,0.376,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.156,0.156,3.96,0.396,0.099,0.099,2.51,0.251,MIN,MIN,MIN,MIN,1,1,25.4,2.54,0.033,0.033,0.84,0.084,5.8,5.8,1.016,10.16,0.1036,1.036,103.58,1035.8,0.58,0.58,0.1016,1.016,0.01036,0.1036,10.358,103.58,0.458,0.458,11.63,1.163,0.021,0.021,0.53,0.053,Stainless Steel,SS,3.332,3.332,14.82,1.511,1511.4,Squared and Ground,Factory Option,20.4619,20.4619,Reference,Reference,22.46,22.46,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.106,0.106,2.69,0.269,Reference,Reference,Reference,Reference,,0.0009449
LC 021AB 12S316,LC 021AB 12S316,LC021AB12S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.148,0.148,3.76,0.376,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.156,0.156,3.96,0.396,0.099,0.099,2.51,0.251,MIN,MIN,MIN,MIN,1,1,25.4,2.54,0.033,0.033,0.84,0.084,5.8,5.8,1.016,10.16,0.1036,1.036,103.58,1035.8,0.58,0.58,0.1016,1.016,0.01036,0.1036,10.358,103.58,0.458,0.458,11.63,1.163,0.021,0.021,0.53,0.053,Stainless Steel Type 316,SS316,3.332,3.332,14.82,1.511,1511.4,Squared and Ground,Factory Option,20.4619,20.4619,Reference,Reference,22.46,22.46,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.106,0.106,2.69,0.269,Reference,Reference,Reference,Reference,,0.0009449
LC 021AB 13M,LC 021AB 13M,LC021AB13M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.148,0.148,3.76,0.376,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.156,0.156,3.96,0.396,0.099,0.099,2.51,0.251,MIN,MIN,MIN,MIN,1.25,1.25,31.75,3.175,0.039,0.039,0.99,0.099,5.8,5.8,1.016,10.16,0.1036,1.036,103.58,1035.8,0.58,0.58,0.1016,1.016,0.01036,0.1036,10.358,103.58,0.568,0.568,14.43,1.443,0.021,0.021,0.53,0.053,Music Wire,MW,4,4,17.79,1.814,1814.4,Squared and Ground,Factory Option,24.5543,24.5543,Reference,Reference,26.55,26.55,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.106,0.106,2.69,0.269,Reference,Reference,Reference,Reference,,0.0010962
LC 021AB 13S,LC 021AB 13S,LC021AB13S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.148,0.148,3.76,0.376,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.156,0.156,3.96,0.396,0.099,0.099,2.51,0.251,MIN,MIN,MIN,MIN,1.25,1.25,31.75,3.175,0.039,0.039,0.99,0.099,4.8,4.8,0.841,8.41,0.0857,0.857,85.72,857.2,0.48,0.48,0.0841,0.841,0.00857,0.0857,8.572,85.72,0.568,0.568,14.43,1.443,0.021,0.021,0.53,0.053,Stainless Steel,SS,3.332,3.332,14.82,1.511,1511.4,Squared and Ground,Factory Option,24.7249,24.7249,Reference,Reference,26.72,26.72,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.106,0.106,2.69,0.269,Reference,Reference,Reference,Reference,,0.0011242
LC 021AB 13S316,LC 021AB 13S316,LC021AB13S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.148,0.148,3.76,0.376,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.156,0.156,3.96,0.396,0.099,0.099,2.51,0.251,MIN,MIN,MIN,MIN,1.25,1.25,31.75,3.175,0.039,0.039,0.99,0.099,4.8,4.8,0.841,8.41,0.0857,0.857,85.72,857.2,0.48,0.48,0.0841,0.841,0.00857,0.0857,8.572,85.72,0.568,0.568,14.43,1.443,0.021,0.021,0.53,0.053,Stainless Steel Type 316,SS316,3.332,3.332,14.82,1.511,1511.4,Squared and Ground,Factory Option,24.7249,24.7249,Reference,Reference,26.72,26.72,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.106,0.106,2.69,0.269,Reference,Reference,Reference,Reference,,0.0011242
LC 021AB 14M,LC 021AB 14M,LC021AB14M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.148,0.148,3.76,0.376,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.156,0.156,3.96,0.396,0.099,0.099,2.51,0.251,MIN,MIN,MIN,MIN,1.5,1.5,38.1,3.81,0.048,0.048,1.22,0.122,4.8,4.8,0.841,8.41,0.0857,0.857,85.72,857.2,0.48,0.48,0.0841,0.841,0.00857,0.0857,8.572,85.72,0.675,0.675,17.15,1.715,0.021,0.021,0.53,0.053,Music Wire,MW,4,4,17.79,1.814,1814.4,Squared and Ground,Factory Option,29.6698,29.6698,Reference,Reference,31.67,31.67,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.106,0.106,2.69,0.269,Reference,Reference,Reference,Reference,,0.0013074
LC 021AB 14S,LC 021AB 14S,LC021AB14S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.148,0.148,3.76,0.376,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.156,0.156,3.96,0.396,0.099,0.099,2.51,0.251,MIN,MIN,MIN,MIN,1.5,1.5,38.1,3.81,0.048,0.048,1.22,0.122,4,4,0.701,7.01,0.0714,0.714,71.43,714.3,0.4,0.4,0.0701,0.701,0.00714,0.0714,7.143,71.43,0.675,0.675,17.15,1.715,0.021,0.021,0.53,0.053,Stainless Steel,SS,3.332,3.332,14.82,1.511,1511.4,Squared and Ground,Factory Option,29.6698,29.6698,Reference,Reference,31.67,31.67,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.106,0.106,2.69,0.269,Reference,Reference,Reference,Reference,,0.0013323
LC 021AB 14S316,LC 021AB 14S316,LC021AB14S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.148,0.148,3.76,0.376,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.156,0.156,3.96,0.396,0.099,0.099,2.51,0.251,MIN,MIN,MIN,MIN,1.5,1.5,38.1,3.81,0.048,0.048,1.22,0.122,4,4,0.701,7.01,0.0714,0.714,71.43,714.3,0.4,0.4,0.0701,0.701,0.00714,0.0714,7.143,71.43,0.675,0.675,17.15,1.715,0.021,0.021,0.53,0.053,Stainless Steel Type 316,SS316,3.332,3.332,14.82,1.511,1511.4,Squared and Ground,Factory Option,29.6698,29.6698,Reference,Reference,31.67,31.67,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.106,0.106,2.69,0.269,Reference,Reference,Reference,Reference,,0.0013323
LC 022A 01 M,LC 022A 01 M,LC022A01M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.12,0.12,3.05,0.305,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.125,0.125,3.18,0.318,0.069,0.069,1.75,0.175,MIN,MIN,MIN,MIN,0.25,0.25,6.35,0.635,0.018,0.018,0.46,0.046,70,70,12.259,122.59,1.2501,12.501,1250.06,12500.6,7,7,1.2259,12.259,0.12501,1.2501,125.006,1250.06,0.166,0.166,4.22,0.422,0.022,0.022,0.56,0.056,Music Wire,MW,6,6,26.69,2.722,2721.6,Squared and Ground,Factory Option,5.3334,5.3334,Reference,Reference,7.33,7.33,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.076,0.076,1.93,0.193,Reference,Reference,Reference,Reference,,0.0002563
LC 022A 01 S,LC 022A 01 S,LC022A01S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.12,0.12,3.05,0.305,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.125,0.125,3.18,0.318,0.069,0.069,1.75,0.175,MIN,MIN,MIN,MIN,0.25,0.25,6.35,0.635,0.018,0.018,0.46,0.046,58.3,58.3,10.21,102.1,1.0411,10.411,1041.12,10411.2,5.83,5.83,1.021,10.21,0.10411,1.0411,104.112,1041.12,0.166,0.166,4.22,0.422,0.022,0.022,0.56,0.056,Stainless Steel,SS,4.998,4.998,22.23,2.267,2267.09,Squared and Ground,Factory Option,5.3364,5.3364,Reference,Reference,7.34,7.34,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.076,0.076,1.93,0.193,Reference,Reference,Reference,Reference,,0.0002613
LC 022A 01 S316,LC 022A 01 S316,LC022A01S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.12,0.12,3.05,0.305,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.125,0.125,3.18,0.318,0.069,0.069,1.75,0.175,MIN,MIN,MIN,MIN,0.25,0.25,6.35,0.635,0.018,0.018,0.46,0.046,58.3,58.3,10.21,102.1,1.0411,10.411,1041.12,10411.2,5.83,5.83,1.021,10.21,0.10411,1.0411,104.112,1041.12,0.166,0.166,4.22,0.422,0.022,0.022,0.56,0.056,Stainless Steel Type 316,SS316,4.998,4.998,22.23,2.267,2267.09,Squared and Ground,Factory Option,5.3364,5.3364,Reference,Reference,7.34,7.34,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.076,0.076,1.93,0.193,Reference,Reference,Reference,Reference,,0.0002613
LC 022A 02 M,LC 022A 02 M,LC022A02M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.12,0.12,3.05,0.305,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.125,0.125,3.18,0.318,0.069,0.069,1.75,0.175,MIN,MIN,MIN,MIN,0.313,0.313,7.95,0.795,0.018,0.018,0.46,0.046,54,54,9.457,94.57,0.9643,9.643,964.33,9643.3,5.4,5.4,0.9457,9.457,0.09643,0.9643,96.433,964.33,0.199,0.199,5.06,0.506,0.022,0.022,0.56,0.056,Music Wire,MW,6,6,26.69,2.722,2721.6,Squared and Ground,Factory Option,6.9136,6.9136,Reference,Reference,8.91,8.91,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.076,0.076,1.93,0.193,Reference,Reference,Reference,Reference,,0.0003116
LC 022A 02 S,LC 022A 02 S,LC022A02S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.12,0.12,3.05,0.305,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.125,0.125,3.18,0.318,0.069,0.069,1.75,0.175,MIN,MIN,MIN,MIN,0.313,0.313,7.95,0.795,0.018,0.018,0.46,0.046,45,45,7.881,78.81,0.8036,8.036,803.61,8036.1,4.5,4.5,0.7881,7.881,0.08036,0.8036,80.361,803.61,0.199,0.199,5.06,0.506,0.022,0.022,0.56,0.056,Stainless Steel,SS,4.998,4.998,22.23,2.267,2267.09,Squared and Ground,Factory Option,6.9136,6.9136,Reference,Reference,8.91,8.91,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.076,0.076,1.93,0.193,Reference,Reference,Reference,Reference,,0.0003175
LC 022A 02 S316,LC 022A 02 S316,LC022A02S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.12,0.12,3.05,0.305,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.125,0.125,3.18,0.318,0.069,0.069,1.75,0.175,MIN,MIN,MIN,MIN,0.313,0.313,7.95,0.795,0.018,0.018,0.46,0.046,45,45,7.881,78.81,0.8036,8.036,803.61,8036.1,4.5,4.5,0.7881,7.881,0.08036,0.8036,80.361,803.61,0.199,0.199,5.06,0.506,0.022,0.022,0.56,0.056,Stainless Steel Type 316,SS316,4.998,4.998,22.23,2.267,2267.09,Squared and Ground,Factory Option,6.9136,6.9136,Reference,Reference,8.91,8.91,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.076,0.076,1.93,0.193,Reference,Reference,Reference,Reference,,0.0003175
LC 022A 03 M,LC 022A 03 M,LC022A03M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.12,0.12,3.05,0.305,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.125,0.125,3.18,0.318,0.069,0.069,1.75,0.175,MIN,MIN,MIN,MIN,0.375,0.375,9.53,0.953,0.018,0.018,0.46,0.046,42,42,7.356,73.56,0.75,7.5,750.04,7500.4,4.2,4.2,0.7356,7.356,0.075,0.75,75.004,750.04,0.243,0.243,6.17,0.617,0.022,0.022,0.56,0.056,Music Wire,MW,6,6,26.69,2.722,2721.6,Squared and Ground,Factory Option,8.889,8.889,Reference,Reference,10.89,10.89,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.076,0.076,1.93,0.193,Reference,Reference,Reference,Reference,,0.0003807
LC 022A 03 S,LC 022A 03 S,LC022A03S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.12,0.12,3.05,0.305,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.125,0.125,3.18,0.318,0.069,0.069,1.75,0.175,MIN,MIN,MIN,MIN,0.375,0.375,9.53,0.953,0.018,0.018,0.46,0.046,35,35,6.13,61.3,0.625,6.25,625.03,6250.3,3.5,3.5,0.613,6.13,0.0625,0.625,62.503,625.03,0.243,0.243,6.17,0.617,0.022,0.022,0.56,0.056,Stainless Steel,SS,4.998,4.998,22.23,2.267,2267.09,Squared and Ground,Factory Option,8.889,8.889,Reference,Reference,10.89,10.89,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.076,0.076,1.93,0.193,Reference,Reference,Reference,Reference,,0.0003879
LC 022A 03 S316,LC 022A 03 S316,LC022A03S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.12,0.12,3.05,0.305,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.125,0.125,3.18,0.318,0.069,0.069,1.75,0.175,MIN,MIN,MIN,MIN,0.375,0.375,9.53,0.953,0.018,0.018,0.46,0.046,35,35,6.13,61.3,0.625,6.25,625.03,6250.3,3.5,3.5,0.613,6.13,0.0625,0.625,62.503,625.03,0.243,0.243,6.17,0.617,0.022,0.022,0.56,0.056,Stainless Steel Type 316,SS316,4.998,4.998,22.23,2.267,2267.09,Squared and Ground,Factory Option,8.889,8.889,Reference,Reference,10.89,10.89,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.076,0.076,1.93,0.193,Reference,Reference,Reference,Reference,,0.0003879
LC 022A 04 M,LC 022A 04 M,LC022A04M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.12,0.12,3.05,0.305,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.125,0.125,3.18,0.318,0.069,0.069,1.75,0.175,MIN,MIN,MIN,MIN,0.438,0.438,11.13,1.113,0.018,0.018,0.46,0.046,36,36,6.305,63.05,0.6429,6.429,642.89,6428.9,3.6,3.6,0.6305,6.305,0.06429,0.6429,64.289,642.89,0.276,0.276,7.01,0.701,0.022,0.022,0.56,0.056,Music Wire,MW,6,6,26.69,2.722,2721.6,Squared and Ground,Factory Option,10.3705,10.3705,Reference,Reference,12.37,12.37,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.076,0.076,1.93,0.193,Reference,Reference,Reference,Reference,,0.0004325
LC 022A 04 S,LC 022A 04 S,LC022A04S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.12,0.12,3.05,0.305,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.125,0.125,3.18,0.318,0.069,0.069,1.75,0.175,MIN,MIN,MIN,MIN,0.438,0.438,11.13,1.113,0.018,0.018,0.46,0.046,30,30,5.254,52.54,0.5357,5.357,535.74,5357.4,3,3,0.5254,5.254,0.05357,0.5357,53.574,535.74,0.276,0.276,7.01,0.701,0.022,0.022,0.56,0.056,Stainless Steel,SS,4.998,4.998,22.23,2.267,2267.09,Squared and Ground,Factory Option,10.3705,10.3705,Reference,Reference,12.37,12.37,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.076,0.076,1.93,0.193,Reference,Reference,Reference,Reference,,0.0004407
LC 022A 04 S316,LC 022A 04 S316,LC022A04S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.12,0.12,3.05,0.305,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.125,0.125,3.18,0.318,0.069,0.069,1.75,0.175,MIN,MIN,MIN,MIN,0.438,0.438,11.13,1.113,0.018,0.018,0.46,0.046,30,30,5.254,52.54,0.5357,5.357,535.74,5357.4,3,3,0.5254,5.254,0.05357,0.5357,53.574,535.74,0.276,0.276,7.01,0.701,0.022,0.022,0.56,0.056,Stainless Steel Type 316,SS316,4.998,4.998,22.23,2.267,2267.09,Squared and Ground,Factory Option,10.3705,10.3705,Reference,Reference,12.37,12.37,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.076,0.076,1.93,0.193,Reference,Reference,Reference,Reference,,0.0004407
LC 022A 05 M,LC 022A 05 M,LC022A05M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.12,0.12,3.05,0.305,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.125,0.125,3.18,0.318,0.069,0.069,1.75,0.175,MIN,MIN,MIN,MIN,0.5,0.5,12.7,1.27,0.018,0.018,0.46,0.046,31,31,5.429,54.29,0.5536,5.536,553.6,5536,3.1,3.1,0.5429,5.429,0.05536,0.5536,55.36,553.6,0.309,0.309,7.85,0.785,0.022,0.022,0.56,0.056,Music Wire,MW,6,6,26.69,2.722,2721.6,Squared and Ground,Factory Option,12.0432,12.0432,Reference,Reference,14.04,14.04,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.076,0.076,1.93,0.193,Reference,Reference,Reference,Reference,,0.0004909
LC 022A 05 S,LC 022A 05 S,LC022A05S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.12,0.12,3.05,0.305,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.125,0.125,3.18,0.318,0.069,0.069,1.75,0.175,MIN,MIN,MIN,MIN,0.5,0.5,12.7,1.27,0.018,0.018,0.46,0.046,25.8,25.8,4.518,45.18,0.4607,4.607,460.74,4607.4,2.58,2.58,0.4518,4.518,0.04607,0.4607,46.074,460.74,0.309,0.309,7.85,0.785,0.022,0.022,0.56,0.056,Stainless Steel,SS,4.998,4.998,22.23,2.267,2267.09,Squared and Ground,Factory Option,12.0587,12.0587,Reference,Reference,14.06,14.06,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.076,0.076,1.93,0.193,Reference,Reference,Reference,Reference,,0.0005008
