title,model,field_published_stock_code,field_product_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_revision,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm,field_outside_dia_cm,field_out_dia_tol_bld_spc_in,field_out_dia_tol_in,field_out_dia_tol_mm,field_out_dia_tol_cm,field_hole_dia_bd_spe_in,field_hole_dia_in,field_hole_dia_mm,field_hole_dia_cm,field_rod_dia_bd_spe_in,field_rod_dia_in,field_rod_dia_mm,field_rod_dia_cm,field_rod_dia_tole_bd_spe_in,field_rod_dia_tole_in,field_rod_dia_tole_mm,field_rod_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_solid_height_bd_spe_in,field_solid_height_in,field_solid_height_mm,field_solid_height_cm,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_material,field_material_short_description,field_load_at_solid_height_bd_lb,field_load_at_solid_height_lb,field_load_at_solid_height_n,field_load_at_solid_height_kg,field_load_at_solid_height_gm,field_end,field_direction_of_wind,field_active_coils_bd_spe,field_active_coils,field_active_coils_tole_bd_spe,field_active_coils_tole,field_total_coils_bd_spe,field_total_coils,field_finish,field_spring_type,field_product_series,field_material_specification,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_color,field_weight_per_item_lb
CIM025BA 01S,CIM025BA 01S,CIM025BA01S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.089,0.089,2.25,0.225,+/-0.0039,+/-0.0039,+/-0.1,+/-0.01,0.102,0.102,2.6,0.26,0.059,0.059,1.5,0.15,MIN,MIN,MIN,MIN,0.146,0.146,3.7,0.37,0.007,0.007,0.18,0.018,6.866,6.866,1.202,12.02,0.1226,1.226,122.61,1226.1,0.687,0.687,0.1203,1.203,0.01227,0.1227,12.268,122.68,0.064,0.064,1.63,0.163,0.01,0.01,0.25,0.025,Stainless Steel,SS,0.57,0.57,2.54,0.259,258.55,Squared,Right Hand,3.5,3.5,Reference,Reference,5.5,5.5,Passivate per ASTM A967,1,Instrument Compression Series (metric),ASTM A313,0.069,0.069,1.75,0.175,Reference,Reference,Reference,Reference,,3.1E-05
CIM025BA 02S,CIM025BA 02S,CIM025BA02S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.089,0.089,2.25,0.225,+/-0.0039,+/-0.0039,+/-0.1,+/-0.01,0.102,0.102,2.6,0.26,0.059,0.059,1.5,0.15,MIN,MIN,MIN,MIN,0.217,0.217,5.5,0.55,0.011,0.011,0.28,0.028,4.369,4.369,0.765,7.65,0.078,0.78,78.02,780.2,0.437,0.437,0.0765,0.765,0.0078,0.078,7.804,78.04,0.084,0.084,2.13,0.213,0.01,0.01,0.25,0.025,Stainless Steel,SS,0.57,0.57,2.54,0.259,258.55,Squared,Right Hand,5.5,5.5,Reference,Reference,7.5,7.5,Passivate per ASTM A967,1,Instrument Compression Series (metric),ASTM A313,0.069,0.069,1.75,0.175,Reference,Reference,Reference,Reference,,4.2E-05
CIM025BA 03S,CIM025BA 03S,CIM025BA03S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.089,0.089,2.25,0.225,+/-0.0039,+/-0.0039,+/-0.1,+/-0.01,0.102,0.102,2.6,0.26,0.059,0.059,1.5,0.15,MIN,MIN,MIN,MIN,0.315,0.315,8,0.8,0.016,0.016,0.41,0.041,2.827,2.827,0.495,4.95,0.0505,0.505,50.48,504.8,0.283,0.283,0.0496,0.496,0.00505,0.0505,5.054,50.54,0.113,0.113,2.87,0.287,0.01,0.01,0.25,0.025,Stainless Steel,SS,0.57,0.57,2.54,0.259,258.55,Squared,Right Hand,8.5,8.5,Reference,Reference,10.5,10.5,Passivate per ASTM A967,1,Instrument Compression Series (metric),ASTM A313,0.069,0.069,1.75,0.175,Reference,Reference,Reference,Reference,,5.9E-05
CIM025BA 04S,CIM025BA 04S,CIM025BA04S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.089,0.089,2.25,0.225,+/-0.0039,+/-0.0039,+/-0.1,+/-0.01,0.102,0.102,2.6,0.26,0.059,0.059,1.5,0.15,MIN,MIN,MIN,MIN,0.449,0.449,11.4,1.14,0.022,0.022,0.56,0.056,1.922,1.922,0.337,3.37,0.0343,0.343,34.32,343.2,0.192,0.192,0.0336,0.336,0.00343,0.0343,3.429,34.29,0.153,0.153,3.89,0.389,0.01,0.01,0.25,0.025,Stainless Steel,SS,0.57,0.57,2.54,0.259,258.55,Squared,Right Hand,12.5,12.5,Reference,Reference,14.5,14.5,Passivate per ASTM A967,1,Instrument Compression Series (metric),ASTM A313,0.069,0.069,1.75,0.175,Reference,Reference,Reference,Reference,,8.2E-05
CIM025BA 05S,CIM025BA 05S,CIM025BA05S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.089,0.089,2.25,0.225,+/-0.0039,+/-0.0039,+/-0.1,+/-0.01,0.102,0.102,2.6,0.26,0.059,0.059,1.5,0.15,MIN,MIN,MIN,MIN,0.654,0.654,16.6,1.66,0.033,0.033,0.84,0.084,1.299,1.299,0.227,2.27,0.0232,0.232,23.2,232,0.13,0.13,0.0228,0.228,0.00232,0.0232,2.322,23.22,0.212,0.212,5.39,0.539,0.01,0.01,0.25,0.025,Stainless Steel,SS,0.57,0.57,2.54,0.259,258.55,Squared,Right Hand,18.5,18.5,Reference,Reference,20.5,20.5,Passivate per ASTM A967,1,Instrument Compression Series (metric),ASTM A313,0.069,0.069,1.75,0.175,Reference,Reference,Reference,Reference,,0.000116
CIM025C 01 M,CIM025C 01 M,CIM025C01M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.098,0.098,2.5,0.25,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.103,0.103,2.62,0.262,0.073,0.073,1.85,0.185,MIN,MIN,MIN,MIN,0.138,0.138,3.5,0.35,0.017,0.017,0.43,0.043,7.547,7.547,1.322,13.22,0.1348,1.348,134.77,1347.7,0.754,0.754,0.1321,1.321,0.01346,0.1346,13.465,134.65,0.059,0.059,1.5,0.15,0.01,0.01,0.25,0.025,Music Wire,MW,0.594,0.594,2.64,0.269,269.44,Squared,Factory Option,2.917,2.917,Reference,Reference,4.917,4.917,Pre-coated with Tin,1,Instrument Compression Series (metric),ASTM A228,0.078,0.078,2,0.2,Reference,Reference,Reference,Reference,,3.2E-05
CIM025C 01 S,CIM025C 01 S,CIM025C01S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.098,0.098,2.5,0.25,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.103,0.103,2.62,0.262,0.073,0.073,1.85,0.185,MIN,MIN,MIN,MIN,0.138,0.138,3.5,0.35,0.017,0.017,0.43,0.043,6.287,6.287,1.101,11.01,0.1123,1.123,112.27,1122.7,0.628,0.628,0.11,1.1,0.01121,0.1121,11.215,112.15,0.059,0.059,1.5,0.15,0.01,0.01,0.25,0.025,Stainless Steel,SS,0.494,0.494,2.2,0.224,224.08,Squared,Factory Option,2.918,2.918,Reference,Reference,4.918,4.918,Passivate per ASTM A967,1,Instrument Compression Series (metric),ASTM A313,0.078,0.078,2,0.2,Reference,Reference,Reference,Reference,,3.2E-05
CIM025C 02 M,CIM025C 02 M,CIM025C02M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.098,0.098,2.5,0.25,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.103,0.103,2.62,0.262,0.073,0.073,1.85,0.185,MIN,MIN,MIN,MIN,0.197,0.197,5,0.5,0.017,0.017,0.43,0.043,4.876,4.876,0.854,8.54,0.0871,0.871,87.08,870.8,0.487,0.487,0.0853,0.853,0.0087,0.087,8.697,86.97,0.075,0.075,1.91,0.191,0.01,0.01,0.25,0.025,Music Wire,MW,0.594,0.594,2.64,0.269,269.44,Squared,Factory Option,4.514,4.514,Reference,Reference,6.514,6.514,Pre-coated with Tin,1,Instrument Compression Series (metric),ASTM A228,0.078,0.078,2,0.2,Reference,Reference,Reference,Reference,,4.2E-05
CIM025C 02 S,CIM025C 02 S,CIM025C02S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.098,0.098,2.5,0.25,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.103,0.103,2.62,0.262,0.073,0.073,1.85,0.185,MIN,MIN,MIN,MIN,0.197,0.197,5,0.5,0.017,0.017,0.43,0.043,4.062,4.062,0.711,7.11,0.0725,0.725,72.54,725.4,0.406,0.406,0.0711,0.711,0.00725,0.0725,7.25,72.5,0.075,0.075,1.91,0.191,0.01,0.01,0.25,0.025,Stainless Steel,SS,0.494,0.494,2.2,0.224,224.08,Squared,Factory Option,4.516,4.516,Reference,Reference,6.516,6.516,Passivate per ASTM A967,1,Instrument Compression Series (metric),ASTM A313,0.078,0.078,2,0.2,Reference,Reference,Reference,Reference,,4.3E-05
CIM025C 03 M,CIM025C 03 M,CIM025C03M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.098,0.098,2.5,0.25,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.103,0.103,2.62,0.262,0.073,0.073,1.85,0.185,MIN,MIN,MIN,MIN,0.295,0.295,7.5,0.75,0.017,0.017,0.43,0.043,3.067,3.067,0.537,5.37,0.0548,0.548,54.77,547.7,0.306,0.306,0.0536,0.536,0.00546,0.0546,5.465,54.65,0.102,0.102,2.59,0.259,0.01,0.01,0.25,0.025,Music Wire,MW,0.594,0.594,2.64,0.269,269.44,Squared,Factory Option,7.177,7.177,Reference,Reference,9.177,9.177,Pre-coated with Tin,1,Instrument Compression Series (metric),ASTM A228,0.078,0.078,2,0.2,Reference,Reference,Reference,Reference,,5.9E-05
CIM025C 03 S,CIM025C 03 S,CIM025C03S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.098,0.098,2.5,0.25,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.103,0.103,2.62,0.262,0.073,0.073,1.85,0.185,MIN,MIN,MIN,MIN,0.295,0.295,7.5,0.75,0.017,0.017,0.43,0.043,2.555,2.555,0.447,4.47,0.0456,0.456,45.63,456.3,0.255,0.255,0.0447,0.447,0.00455,0.0455,4.554,45.54,0.102,0.102,2.59,0.259,0.01,0.01,0.25,0.025,Stainless Steel,SS,0.494,0.494,2.2,0.224,224.08,Squared,Factory Option,7.18,7.18,Reference,Reference,9.18,9.18,Passivate per ASTM A967,1,Instrument Compression Series (metric),ASTM A313,0.078,0.078,2,0.2,Reference,Reference,Reference,Reference,,6.1E-05
CIM025C 04 M,CIM025C 04 M,CIM025C04M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.098,0.098,2.5,0.25,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.103,0.103,2.62,0.262,0.073,0.073,1.85,0.185,MIN,MIN,MIN,MIN,0.394,0.394,10,1,0.017,0.017,0.43,0.043,2.237,2.237,0.392,3.92,0.0399,0.399,39.95,399.5,0.223,0.223,0.0391,0.391,0.00398,0.0398,3.982,39.82,0.128,0.128,3.25,0.325,0.01,0.01,0.25,0.025,Music Wire,MW,0.594,0.594,2.64,0.269,269.44,Squared,Factory Option,9.84,9.84,Reference,Reference,11.84,11.84,Pre-coated with Tin,1,Instrument Compression Series (metric),ASTM A228,0.078,0.078,2,0.2,Reference,Reference,Reference,Reference,,7.7E-05
CIM025C 04 S,CIM025C 04 S,CIM025C04S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.098,0.098,2.5,0.25,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.103,0.103,2.62,0.262,0.073,0.073,1.85,0.185,MIN,MIN,MIN,MIN,0.394,0.394,10,1,0.017,0.017,0.43,0.043,1.863,1.863,0.326,3.26,0.0333,0.333,33.27,332.7,0.186,0.186,0.0326,0.326,0.00332,0.0332,3.322,33.22,0.128,0.128,3.25,0.325,0.01,0.01,0.25,0.025,Stainless Steel,SS,0.494,0.494,2.2,0.224,224.08,Squared,Factory Option,9.844,9.844,Reference,Reference,11.844,11.844,Passivate per ASTM A967,1,Instrument Compression Series (metric),ASTM A313,0.078,0.078,2,0.2,Reference,Reference,Reference,Reference,,7.8E-05
CIM025C 05 M,CIM025C 05 M,CIM025C05M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.098,0.098,2.5,0.25,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.103,0.103,2.62,0.262,0.073,0.073,1.85,0.185,MIN,MIN,MIN,MIN,0.492,0.492,12.5,1.25,0.017,0.017,0.43,0.043,1.76,1.76,0.308,3.08,0.0314,0.314,31.43,314.3,0.176,0.176,0.0308,0.308,0.00314,0.0314,3.143,31.43,0.155,0.155,3.94,0.394,0.01,0.01,0.25,0.025,Music Wire,MW,0.594,0.594,2.64,0.269,269.44,Squared,Factory Option,12.506,12.506,Reference,Reference,14.506,14.506,Pre-coated with Tin,1,Instrument Compression Series (metric),ASTM A228,0.078,0.078,2,0.2,Reference,Reference,Reference,Reference,,9.4E-05
CIM025C 05 S,CIM025C 05 S,CIM025C05S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.098,0.098,2.5,0.25,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.103,0.103,2.62,0.262,0.073,0.073,1.85,0.185,MIN,MIN,MIN,MIN,0.492,0.492,12.5,1.25,0.017,0.017,0.43,0.043,1.466,1.466,0.257,2.57,0.0262,0.262,26.18,261.8,0.146,0.146,0.0256,0.256,0.00261,0.0261,2.607,26.07,0.155,0.155,3.94,0.394,0.01,0.01,0.25,0.025,Stainless Steel,SS,0.494,0.494,2.2,0.224,224.08,Squared,Factory Option,12.511,12.511,Reference,Reference,14.511,14.511,Passivate per ASTM A967,1,Instrument Compression Series (metric),ASTM A313,0.078,0.078,2,0.2,Reference,Reference,Reference,Reference,,9.6E-05
CIM025C 06 M,CIM025C 06 M,CIM025C06M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.098,0.098,2.5,0.25,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.103,0.103,2.62,0.262,0.073,0.073,1.85,0.185,MIN,MIN,MIN,MIN,0.591,0.591,15,1.5,0.02,0.02,0.51,0.051,1.451,1.451,0.254,2.54,0.0259,0.259,25.91,259.1,0.145,0.145,0.0254,0.254,0.00259,0.0259,2.589,25.89,0.182,0.182,4.62,0.462,0.01,0.01,0.25,0.025,Music Wire,MW,0.594,0.594,2.64,0.269,269.44,Squared,Factory Option,15.17,15.17,Reference,Reference,17.17,17.17,Pre-coated with Tin,1,Instrument Compression Series (metric),ASTM A228,0.078,0.078,2,0.2,Reference,Reference,Reference,Reference,,0.000111
CIM025C 06 S,CIM025C 06 S,CIM025C06S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.098,0.098,2.5,0.25,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.103,0.103,2.62,0.262,0.073,0.073,1.85,0.185,MIN,MIN,MIN,MIN,0.591,0.591,15,1.5,0.02,0.02,0.51,0.051,1.209,1.209,0.212,2.12,0.0216,0.216,21.59,215.9,0.12,0.12,0.021,0.21,0.00214,0.0214,2.143,21.43,0.182,0.182,4.62,0.462,0.01,0.01,0.25,0.025,Stainless Steel,SS,0.494,0.494,2.2,0.224,224.08,Squared,Factory Option,15.176,15.176,Reference,Reference,17.176,17.176,Passivate per ASTM A967,1,Instrument Compression Series (metric),ASTM A313,0.078,0.078,2,0.2,Reference,Reference,Reference,Reference,,0.000113
CIM025C 07 M,CIM025C 07 M,CIM025C07M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.098,0.098,2.5,0.25,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.103,0.103,2.62,0.262,0.073,0.073,1.85,0.185,MIN,MIN,MIN,MIN,0.689,0.689,17.5,1.75,0.023,0.023,0.58,0.058,1.234,1.234,0.216,2.16,0.022,0.22,22.04,220.4,0.123,0.123,0.0215,0.215,0.0022,0.022,2.197,21.97,0.208,0.208,5.28,0.528,0.01,0.01,0.25,0.025,Music Wire,MW,0.594,0.594,2.64,0.269,269.44,Squared,Factory Option,17.837,17.837,Reference,Reference,19.837,19.837,Pre-coated with Tin,1,Instrument Compression Series (metric),ASTM A228,0.078,0.078,2,0.2,Reference,Reference,Reference,Reference,,0.000128
CIM025C 07 S,CIM025C 07 S,CIM025C07S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.098,0.098,2.5,0.25,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.103,0.103,2.62,0.262,0.073,0.073,1.85,0.185,MIN,MIN,MIN,MIN,0.689,0.689,17.5,1.75,0.023,0.023,0.58,0.058,1.028,1.028,0.18,1.8,0.0184,0.184,18.36,183.6,0.102,0.102,0.0179,0.179,0.00182,0.0182,1.822,18.22,0.208,0.208,5.28,0.528,0.01,0.01,0.25,0.025,Stainless Steel,SS,0.494,0.494,2.2,0.224,224.08,Squared,Factory Option,17.844,17.844,Reference,Reference,19.844,19.844,Passivate per ASTM A967,1,Instrument Compression Series (metric),ASTM A313,0.078,0.078,2,0.2,Reference,Reference,Reference,Reference,,0.000131
CIM025C 08 M,CIM025C 08 M,CIM025C08M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.098,0.098,2.5,0.25,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.103,0.103,2.62,0.262,0.073,0.073,1.85,0.185,MIN,MIN,MIN,MIN,0.787,0.787,20,2,0.027,0.027,0.69,0.069,1.074,1.074,0.188,1.88,0.0192,0.192,19.18,191.8,0.107,0.107,0.0187,0.187,0.00191,0.0191,1.911,19.11,0.235,0.235,5.97,0.597,0.01,0.01,0.25,0.025,Music Wire,MW,0.594,0.594,2.64,0.269,269.44,Squared,Factory Option,20.495,20.495,Reference,Reference,22.495,22.495,Pre-coated with Tin,1,Instrument Compression Series (metric),ASTM A228,0.078,0.078,2,0.2,Reference,Reference,Reference,Reference,,0.000146
CIM025C 08 S,CIM025C 08 S,CIM025C08S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.098,0.098,2.5,0.25,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.103,0.103,2.62,0.262,0.073,0.073,1.85,0.185,MIN,MIN,MIN,MIN,0.787,0.787,20,2,0.027,0.027,0.69,0.069,0.895,0.895,0.157,1.57,0.016,0.16,15.98,159.8,0.089,0.089,0.0156,0.156,0.00159,0.0159,1.589,15.89,0.235,0.235,5.97,0.597,0.01,0.01,0.25,0.025,Stainless Steel,SS,0.494,0.494,2.2,0.224,224.08,Squared,Factory Option,20.503,20.503,Reference,Reference,22.503,22.503,Passivate per ASTM A967,1,Instrument Compression Series (metric),ASTM A313,0.078,0.078,2,0.2,Reference,Reference,Reference,Reference,,0.000148
CIM025C 09 M,CIM025C 09 M,CIM025C09M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.098,0.098,2.5,0.25,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.103,0.103,2.62,0.262,0.073,0.073,1.85,0.185,MIN,MIN,MIN,MIN,0.886,0.886,22.5,2.25,0.03,0.03,0.76,0.076,0.95,0.95,0.166,1.66,0.017,0.17,16.97,169.7,0.095,0.095,0.0166,0.166,0.0017,0.017,1.697,16.97,0.262,0.262,6.66,0.666,0.01,0.01,0.25,0.025,Music Wire,MW,0.594,0.594,2.64,0.269,269.44,Squared,Factory Option,23.17,23.17,Reference,Reference,25.17,25.17,Pre-coated with Tin,1,Instrument Compression Series (metric),ASTM A228,0.078,0.078,2,0.2,Reference,Reference,Reference,Reference,,0.000163
CIM025C 09 S,CIM025C 09 S,CIM025C09S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.098,0.098,2.5,0.25,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.103,0.103,2.62,0.262,0.073,0.073,1.85,0.185,MIN,MIN,MIN,MIN,0.886,0.886,22.5,2.25,0.03,0.03,0.76,0.076,0.791,0.791,0.139,1.39,0.0141,0.141,14.13,141.3,0.079,0.079,0.0138,0.138,0.00141,0.0141,1.411,14.11,0.262,0.262,6.66,0.666,0.01,0.01,0.25,0.025,Stainless Steel,SS,0.494,0.494,2.2,0.224,224.08,Squared,Factory Option,23.179,23.179,Reference,Reference,25.179,25.179,Passivate per ASTM A967,1,Instrument Compression Series (metric),ASTM A313,0.078,0.078,2,0.2,Reference,Reference,Reference,Reference,,0.000166
CIM025C 10 M,CIM025C 10 M,CIM025C10M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.098,0.098,2.5,0.25,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.103,0.103,2.62,0.262,0.073,0.073,1.85,0.185,MIN,MIN,MIN,MIN,0.984,0.984,25,2.5,0.034,0.034,0.86,0.086,0.852,0.852,0.149,1.49,0.0152,0.152,15.22,152.2,0.085,0.085,0.0149,0.149,0.00152,0.0152,1.518,15.18,0.288,0.288,7.32,0.732,0.01,0.01,0.25,0.025,Music Wire,MW,0.594,0.594,2.64,0.269,269.44,Squared,Factory Option,25.835,25.835,Reference,Reference,27.835,27.835,Pre-coated with Tin,1,Instrument Compression Series (metric),ASTM A228,0.078,0.078,2,0.2,Reference,Reference,Reference,Reference,,0.00018
CIM025C 10 S,CIM025C 10 S,CIM025C10S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.098,0.098,2.5,0.25,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.103,0.103,2.62,0.262,0.073,0.073,1.85,0.185,MIN,MIN,MIN,MIN,0.984,0.984,25,2.5,0.034,0.034,0.86,0.086,0.71,0.71,0.124,1.24,0.0127,0.127,12.68,126.8,0.07,0.07,0.0123,0.123,0.00125,0.0125,1.25,12.5,0.288,0.288,7.32,0.732,0.01,0.01,0.25,0.025,Stainless Steel,SS,0.494,0.494,2.2,0.224,224.08,Squared,Factory Option,25.845,25.845,Reference,Reference,27.845,27.845,Passivate per ASTM A967,1,Instrument Compression Series (metric),ASTM A313,0.078,0.078,2,0.2,Reference,Reference,Reference,Reference,,0.000184
CIM025CB 01S,CIM025CB 01S,CIM025CB01S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.108,0.108,2.75,0.275,+/-0.0059,+/-0.0059,+/-0.15,+/-0.015,0.122,0.122,3.1,0.31,0.075,0.075,1.9,0.19,MIN,MIN,MIN,MIN,0.193,0.193,4.9,0.49,0.012,0.012,0.3,0.03,3.515,3.515,0.616,6.16,0.0628,0.628,62.77,627.7,0.352,0.352,0.0616,0.616,0.00629,0.0629,6.286,62.86,0.064,0.064,1.63,0.163,0.01,0.01,0.25,0.025,Stainless Steel,SS,0.458,0.458,2.04,0.208,207.75,Squared,Right Hand,3.5,3.5,Reference,Reference,5.5,5.5,Passivate per ASTM A967,1,Instrument Compression Series (metric),ASTM A313,0.089,0.089,2.25,0.225,Reference,Reference,Reference,Reference,,3.9E-05
CIM025CB 02S,CIM025CB 02S,CIM025CB02S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.108,0.108,2.75,0.275,+/-0.0059,+/-0.0059,+/-0.15,+/-0.015,0.122,0.122,3.1,0.31,0.075,0.075,1.9,0.19,MIN,MIN,MIN,MIN,0.287,0.287,7.3,0.73,0.014,0.014,0.36,0.036,2.237,2.237,0.392,3.92,0.0399,0.399,39.95,399.5,0.224,0.224,0.0392,0.392,0.004,0.04,4,40,0.084,0.084,2.13,0.213,0.01,0.01,0.25,0.025,Stainless Steel,SS,0.458,0.458,2.04,0.208,207.75,Squared,Right Hand,5.5,5.5,Reference,Reference,7.5,7.5,Passivate per ASTM A967,1,Instrument Compression Series (metric),ASTM A313,0.089,0.089,2.25,0.225,Reference,Reference,Reference,Reference,,5.3E-05
CIM025CB 03S,CIM025CB 03S,CIM025CB03S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.108,0.108,2.75,0.275,+/-0.0059,+/-0.0059,+/-0.15,+/-0.015,0.122,0.122,3.1,0.31,0.075,0.075,1.9,0.19,MIN,MIN,MIN,MIN,0.429,0.429,10.9,1.09,0.021,0.021,0.53,0.053,1.447,1.447,0.253,2.53,0.0258,0.258,25.84,258.4,0.145,0.145,0.0254,0.254,0.00259,0.0259,2.589,25.89,0.113,0.113,2.87,0.287,0.01,0.01,0.25,0.025,Stainless Steel,SS,0.458,0.458,2.04,0.208,207.75,Squared,Right Hand,8.5,8.5,Reference,Reference,10.5,10.5,Passivate per ASTM A967,1,Instrument Compression Series (metric),ASTM A313,0.089,0.089,2.25,0.225,Reference,Reference,Reference,Reference,,7.4E-05
CIM025CB 04S,CIM025CB 04S,CIM025CB04S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.108,0.108,2.75,0.275,+/-0.0059,+/-0.0059,+/-0.15,+/-0.015,0.122,0.122,3.1,0.31,0.075,0.075,1.9,0.19,MIN,MIN,MIN,MIN,0.618,0.618,15.7,1.57,0.031,0.031,0.79,0.079,0.984,0.984,0.172,1.72,0.0176,0.176,17.57,175.7,0.098,0.098,0.0172,0.172,0.00175,0.0175,1.75,17.5,0.153,0.153,3.89,0.389,0.01,0.01,0.25,0.025,Stainless Steel,SS,0.458,0.458,2.04,0.208,207.75,Squared,Right Hand,12.5,12.5,Reference,Reference,14.5,14.5,Passivate per ASTM A967,1,Instrument Compression Series (metric),ASTM A313,0.089,0.089,2.25,0.225,Reference,Reference,Reference,Reference,,0.000102
